SYSCODE,CODE,REGIONAL,KABUPATEN,KECAMATAN,STATUS,THREE LETTER CODE,MANIFEST DOMESTIC,MANIFEST INTERCITY,ZONA TARIF (PPDD),ZONA DELEVERY (QCE),RING ORIGIN,WILAYAH
DPS20303,DPS,JTBNN,Gianyar,Sukawati,,DPS-GIN,DPS20300,DPS20300,C,B,RING 2,
DPS20304,DPS,JTBNN,Gianyar,Tampak Siring,,DPS-GIN,DPS20300,DPS20300,C,C,RING 2,
DPS20305,DPS,JTBNN,Gianyar,Tegallalang,,DPS-GIN,DPS20300,DPS20300,C,C,RING 2,
DPS20306,DPS,JTBNN,Gianyar,Ubud,,DPS-GIN,DPS20300,DPS20300,C,B,RING 2,
DPS20400,DPS,JTBNN,Kab. Jembrana,Negara,CABANG,DPS-NGA,DPS20400,DPS20400,B,B,RING 2,
DPS20401,DPS,JTBNN,Jembrana,Melaya,,DPS-NGA,DPS20400,DPS20400,C,C,RING 2,
DPS20402,DPS,JTBNN,Jembrana,Mendoyo,,DPS-NGA,DPS20400,DPS20400,C,C,RING 2,
DPS20403,DPS,JTBNN,Jembrana,Pekutatan,,DPS-NGA,DPS20400,DPS20400,C,C,RING 2,
DPS20404,DPS,JTBNN,Jembrana,Jembrana,,DPS-NGA,DPS20400,DPS20400,C,C,RING 2,
DPS20500,DPS,JTBNN,Semarapura,Semarapura,,DPS-KLG,DPS20502,DPS20502,B,B,RING 2,
DPS20501,DPS,JTBNN,Klungkung,Dawan,,DPS-KLG,DPS20502,DPS20502,C,C,RING 2,
DPS20502,DPS,JTBNN,Kab. Klungkung,Klungkung,CABANG,DPS-KLG,DPS20502,DPS20502,C,C,RING 2,
DPS20503,DPS,JTBNN,Klungkung,Nusapenida,CABANG,DPS-PND,DPS10000,DPS20503,C,D,RING 2,
DPS20504,DPS,JTBNN,Klungkung,Banjarangkan,,DPS-KLG,DPS20502,DPS20502,C,C,RING 2,
DPS20600,DPS,JTBNN,Singaraja,Singaraja,,DPS-SGR,DPS20609,DPS20609,B,B,RING 2,
DPS20601,DPS,JTBNN,Buleleng,Banjar,,DPS-SGR,DPS20609,DPS20609,C,C,RING 2,
DPS20602,DPS,JTBNN,Buleleng,Busungbiu,,DPS-SGR,DPS20609,DPS20609,C,C,RING 2,
DPS20603,DPS,JTBNN,Buleleng,Gerokgak,,DPS-SGR,DPS20609,DPS20609,C,C,RING 2,
DPS20604,DPS,JTBNN,Buleleng,Kubutambahan,,DPS-SGR,DPS20609,DPS20609,C,C,RING 2,
DPS20605,DPS,JTBNN,Buleleng,Sawan,,DPS-SGR,DPS20609,DPS20609,C,C,RING 2,
DPS20606,DPS,JTBNN,Buleleng,Seririt,,DPS-SGR,DPS20609,DPS20609,C,C,RING 2,
DPS20607,DPS,JTBNN,Buleleng,Sukasada,,DPS-SGR,DPS20609,DPS20609,C,C,RING 2,
DPS20608,DPS,JTBNN,Buleleng,Tejakula,,DPS-SGR,DPS20609,DPS20609,C,C,RING 2,
DPS20609,DPS,JTBNN,Kab. Buleleng,Buleleng,CABANG,DPS-SGR,DPS20609,DPS20609,C,C,RING 2,
DPS20700,DPS,JTBNN,Kab. Tabanan,Tabanan,CABANG,DPS-TAB,DPS20700,DPS20700,B,B,RING 2,
DPS20701,DPS,JTBNN,Tabanan,Baturiti,,DPS-TAB,DPS20700,DPS20700,C,C,RING 2,
DPS20702,DPS,JTBNN,Tabanan,Kediri,,DPS-TAB,DPS20700,DPS20700,C,B,RING 2,
DPS20703,DPS,JTBNN,Tabanan,Kerambitan,,DPS-TAB,DPS20700,DPS20700,C,C,RING 2,
DPS20704,DPS,JTBNN,Tabanan,Marga,,DPS-TAB,DPS20700,DPS20700,C,C,RING 2,
DPS20705,DPS,JTBNN,Tabanan,Pupuan,,DPS-TAB,DPS20700,DPS20700,C,C,RING 2,
DPS20706,DPS,JTBNN,Tabanan,Penebel,,DPS-TAB,DPS20700,DPS20700,C,C,RING 2,
DPS20707,DPS,JTBNN,Tabanan,Selemadeg,,DPS-TAB,DPS20700,DPS20700,C,C,RING 2,
DPS20709,DPS,JTBNN,Tabanan,Salemadeg Barat,,DPS-TAB,DPS20700,DPS20700,C,C,RING 2,
DPS20710,DPS,JTBNN,Tabanan,Salemadeg Timur,,DPS-TAB,DPS20700,DPS20700,C,C,RING 2,
DPS21100,DPS,JTBNN,Kab. Badung,Menguwi,CABANG,DPS-MGW,DPS21100,DPS21100,B,B,RING 2,
DPS21101,DPS,JTBNN,Badung,Abiansemal,,DPS-MGW,DPS21100,DPS21100,C,C,RING 2,
DPS21102,DPS,JTBNN,Badung,Kuta,,DPS,DPS10000,DPS10000,A,A,RING 1,
DPS21103,DPS,JTBNN,Legian ,Legian ,,DPS,DPS10000,DPS10000,A,A,RING 1,
DPS21104,DPS,JTBNN,Ngurah Rai,Ngurah Rai,,DPS,DPS10000,DPS10000,A,A,RING 1,
DPS21105,DPS,JTBNN,Sanur,Sanur,,DPS,DPS10000,DPS10000,A,A,RING 1,
DPS21106,DPS,JTBNN,Jimbaran,Jimbaran,,DPS,DPS10000,DPS10000,A,A,RING 1,
DPS21107,DPS,JTBNN,Nusa Dua,Nusa Dua,,DPS,DPS10000,DPS10000,A,A,RING 1,
DPS21108,DPS,JTBNN,Badung,Petang,,DPS-MGW,DPS21100,DPS21100,C,C,RING 2,
DPS21109,DPS,JTBNN,Badung,Kuta Selatan,,DPS,DPS10000,DPS10000,A,A,RING 1,
DPS21110,DPS,JTBNN,Badung,Kuta Utara,,DPS-MGW,DPS21100,DPS21100,A,B,RING 2,
DPS21162,DPS,JTBNN,Canggu ,"Kuta Utara, Canggu ",,DPS-MGW,DPS21100,DPS21100,B,B,RING 2,
DPS21163,DPS,JTBNN,Dalung,"Kuta Utara, Dalung",,DPS-MGW,DPS21100,DPS21100,B,B,RING 2,
DPS21164,DPS,JTBNN,Tibubeneng,"Kuta Utara, Tibubeneng",,DPS-MGW,DPS21100,DPS21100,A,B,RING 2,
DPS21165,DPS,JTBNN,Kerobokan Kaja,Kuta Utara,,DPS,DPS10000,DPS10000,A,A,RING 1,
DPS21166,DPS,JTBNN,Kerobokan Kelod,Kuta Utara,,DPS,DPS10000,DPS10000,B,A,RING 1,
JBR10000,JBR,JTBNN,Kab. Jember,Jember,CABANG UTAMA,JBR,JBR10000,JBR10000,A,A,RING 1,
JBR10001,JBR,JTBNN,Jember,Ambulu,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10002,JBR,JTBNN,Jember,Arjasa,,JBR,JBR10000,JBR10000,A,C,RING 1,
JBR10003,JBR,JTBNN,Jember,Balung,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10004,JBR,JTBNN,Jember,Bangsalsari,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10005,JBR,JTBNN,Jember,Gumuk Mas,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10006,JBR,JTBNN,Jember,Jelbuk,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10007,JBR,JTBNN,Jember,Jenggawah,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10008,JBR,JTBNN,Jember,Kalisat,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10009,JBR,JTBNN,Jember,Kencong,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10010,JBR,JTBNN,Jember,Ledokombo,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10011,JBR,JTBNN,Jember,Mayang,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10012,JBR,JTBNN,Jember,Mumbulsari,,JBR,JBR10000,JBR10000,A,C,RING 1,
JBR10013,JBR,JTBNN,Jember,Pakusari,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10014,JBR,JTBNN,Jember,Panti,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10015,JBR,JTBNN,Jember,Puger,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10016,JBR,JTBNN,Jember,Rambipuji,,JBR,JBR10000,JBR10000,A,C,RING 1,
JBR10017,JBR,JTBNN,Jember,Silo,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10018,JBR,JTBNN,Jember,Sukorambi,,JBR,JBR10000,JBR10000,A,C,RING 1,
JBR10019,JBR,JTBNN,Jember,Sukowono,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10020,JBR,JTBNN,Jember,Sumber Baru,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10021,JBR,JTBNN,Jember,Sumber Jambe,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10022,JBR,JTBNN,Jember,Tanggul,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10023,JBR,JTBNN,Jember,Tempurejo,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10024,JBR,JTBNN,Jember,Umbulsari,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10025,JBR,JTBNN,Jember,Wuluhan,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10026,JBR,JTBNN,Jember,Ajung,,JBR,JBR10000,JBR10000,A,C,RING 1,
JBR10027,JBR,JTBNN,Jember,Jombang,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10028,JBR,JTBNN,Jember,Kaliwates,,JBR,JBR10000,JBR10000,A,A,RING 1,
JBR10029,JBR,JTBNN,Jember,Patrang,,JBR,JBR10000,JBR10000,A,A,RING 1,
JBR10030,JBR,JTBNN,Jember,Semboro,,JBR,JBR10000,JBR10000,C,C,RING 1,
JBR10031,JBR,JTBNN,Jember,Sumber Sari,,JBR,JBR10000,JBR10000,A,A,RING 1,
JBR20100,JBR,JTBNN,Kab. Banyuwangi,Banyuwangi,CABANG,JBR-BWX,JBR20100,JBR20100,B,B,RING 2,
JBR20101,JBR,JTBNN,Banyuwangi,Bangorejo,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20102,JBR,JTBNN,Banyuwangi,Cluring,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20103,JBR,JTBNN,Banyuwangi,Gambiran,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20104,JBR,JTBNN,Banyuwangi,Genteng,,JBR-BWX,JBR20100,JBR20100,B,B,RING 2,
JBR20105,JBR,JTBNN,Banyuwangi,Glenmore,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20106,JBR,JTBNN,Banyuwangi,Kabat,,JBR-BWX,JBR20100,JBR20100,B,C,RING 2,
JBR20107,JBR,JTBNN,Banyuwangi,Kalibaru,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20108,JBR,JTBNN,Banyuwangi,Muncar,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20109,JBR,JTBNN,Banyuwangi,Pesanggaran,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20110,JBR,JTBNN,Banyuwangi,Purwoharjo,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20111,JBR,JTBNN,Banyuwangi,Rogojampi,,JBR-BWX,JBR20100,JBR20100,B,C,RING 2,
JBR20112,JBR,JTBNN,Banyuwangi,Singojuruh,,JBR-BWX,JBR20100,JBR20100,B,C,RING 2,
JBR20113,JBR,JTBNN,Banyuwangi,Songgon,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20114,JBR,JTBNN,Banyuwangi,Srono,,JBR-BWX,JBR20100,JBR20100,B,C,RING 2,
JBR20115,JBR,JTBNN,Banyuwangi,Tegaldlimo,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20116,JBR,JTBNN,Banyuwangi,Wongsorejo,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20117,JBR,JTBNN,Banyuwangi,Glagah,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20118,JBR,JTBNN,Banyuwangi,Giri,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20119,JBR,JTBNN,Banyuwangi,Kalipuro,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20120,JBR,JTBNN,Banyuwangi,Licin,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20121,JBR,JTBNN,Banyuwangi,Sempu,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20122,JBR,JTBNN,Banyuwangi,Siliragung,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20123,JBR,JTBNN,Banyuwangi,Tegalsari,,JBR-BWX,JBR20100,JBR20100,C,C,RING 2,
JBR20200,JBR,JTBNN,Kab. Bondowoso,Bondowoso,CABANG,JBR-BDW,JBR20200,JBR20200,B,B,RING 2,
JBR20201,JBR,JTBNN,Bondowoso,Cermee,,JBR-BDW,JBR20200,JBR20200,C,C,RING 2,
JBR20202,JBR,JTBNN,Bondowoso,Curahdami,,JBR-BDW,JBR20200,JBR20200,B,B,RING 2,
JBR20203,JBR,JTBNN,Bondowoso,Grujugan,,JBR-BDW,JBR20200,JBR20200,B,B,RING 2,
JBR20204,JBR,JTBNN,Bondowoso,Klabang,,JBR-BDW,JBR20200,JBR20200,C,C,RING 2,
JBR20205,JBR,JTBNN,Bondowoso,Maesan,,JBR-BDW,JBR20200,JBR20200,B,B,RING 2,
JBR20206,JBR,JTBNN,Bondowoso,Pakem,,JBR-BDW,JBR20200,JBR20200,B,B,RING 2,
JBR20207,JBR,JTBNN,Bondowoso,Prajekan,,JBR-BDW,JBR20200,JBR20200,B,B,RING 2,
JBR20208,JBR,JTBNN,Bondowoso,Pujer,,JBR-BDW,JBR20200,JBR20200,B,C,RING 2,
JBR20209,JBR,JTBNN,Bondowoso,Sempol,,JBR-BDW,JBR20200,JBR20200,B,B,RING 2,
JBR20210,JBR,JTBNN,Bondowoso,Sukosari,,JBR-BDW,JBR20200,JBR20200,C,C,RING 2,
JBR20211,JBR,JTBNN,Bondowoso,Tamanan,,JBR-BDW,JBR20200,JBR20200,B,B,RING 2,
JBR20212,JBR,JTBNN,Bondowoso,Tapen,,JBR-BDW,JBR20200,JBR20200,B,B,RING 2,
JBR20213,JBR,JTBNN,Bondowoso,Tegalampel,,JBR-BDW,JBR20200,JBR20200,B,B,RING 2,
JBR20214,JBR,JTBNN,Bondowoso,Tenggarang,,JBR-BDW,JBR20200,JBR20200,B,B,RING 2,
JBR20215,JBR,JTBNN,Bondowoso,Tlogosari,,JBR-BDW,JBR20200,JBR20200,B,B,RING 2,
JBR20216,JBR,JTBNN,Bondowoso,Wonosari,,JBR-BDW,JBR20200,JBR20200,B,B,RING 2,
JBR20217,JBR,JTBNN,Bondowoso,Wringin,,JBR-BDW,JBR20200,JBR20200,C,C,RING 2,
JBR20218,JBR,JTBNN,Bondowoso,Binakal,,JBR-BDW,JBR20200,JBR20200,B,C,RING 2,
JBR20219,JBR,JTBNN,Bondowoso,Sumber Wringin,,JBR-BDW,JBR20200,JBR20200,C,C,RING 2,
JBR20220,JBR,JTBNN,Bondowoso,Taman Krocok,,JBR-BDW,JBR20200,JBR20200,C,C,RING 2,
JBR20221,JBR,JTBNN,Bondowoso,Jambe Sari Darus Sholah,,JBR-BDW,JBR20200,JBR20200,B,C,RING 2,
JBR20222,JBR,JTBNN,Bondowoso,Botolinggo,,JBR-BDW,JBR20200,JBR20200,C,C,RING 2,
KDR10000,KDR,JTBNN,Kota Kediri,Kediri,CABANG UTAMA,KDR,KDR10000,KDR10000,A,A,RING 1,
KDR10001,KDR,JTBNN,Kediri,Gampengrejo,,KDR,KDR10000,KDR10000,A,C,RING 2,
KDR10002,KDR,JTBNN,Kediri,Grogol,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10003,KDR,JTBNN,Kediri,Gurah,,KDR,KDR10000,KDR10000,A,C,RING 2,
KDR10004,KDR,JTBNN,Kediri,Kandat,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10005,KDR,JTBNN,Kediri,Kras,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10006,KDR,JTBNN,Kediri,Kunjang,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10007,KDR,JTBNN,Kediri,Mojo,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10008,KDR,JTBNN,Kediri,Ngadiluwih,,KDR,KDR10000,KDR10000,A,A,RING 2,
KDR10009,KDR,JTBNN,Kediri,Pagu,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10010,KDR,JTBNN,Kediri,Papar,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10011,KDR,JTBNN,Kediri,Plemahan,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10012,KDR,JTBNN,Kediri,Plosoklaten,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10013,KDR,JTBNN,Kediri,Purwoasri,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10014,KDR,JTBNN,Kediri,Semen,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10015,KDR,JTBNN,Kediri,Tarokan,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10016,KDR,JTBNN,Kediri,Wates,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10017,KDR,JTBNN,Kediri,Pare,,KDR,KDR10000,KDR10000,A,A,RING 2,
KDR10018,KDR,JTBNN,Kediri,Kandangan,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10019,KDR,JTBNN,Kediri,Kepung,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10020,KDR,JTBNN,Kediri,Ngancar,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10021,KDR,JTBNN,Kediri,Puncu,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10022,KDR,JTBNN,Kediri,Banyakan,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10023,KDR,JTBNN,Kediri,Kayen Kidul,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10024,KDR,JTBNN,Kediri,Ringinrejo,,KDR,KDR10000,KDR10000,C,C,RING 2,
KDR10025,KDR,JTBNN,Kediri,Mojoroto,,KDR,KDR10000,KDR10000,A,A,RING 1,
KDR10026,KDR,JTBNN,Kediri,Pesantren,,KDR,KDR10000,KDR10000,A,A,RING 1,
KDR10027,KDR,JTBNN,Kediri,Ngasem,,KDR,KDR10000,KDR10000,A,A,RING 1,
KDR10028,KDR,JTBNN,Kediri,Badas,,KDR,KDR10000,KDR10000,C,C,RING 2,
KOE10000,KOE,JTBNN,Kota Kupang,Kupang,CABANG UTAMA,KOE,KOE10000,KOE10000,A,A,RING 1,
KOE10029,KOE,JTBNN,Kupang ,Alak,,KOE,KOE10000,KOE10000,A,A,RING 1,
KOE10030,KOE,JTBNN,Kupang ,Kelapa Lima,,KOE,KOE10000,KOE10000,A,A,RING 1,
KOE10031,KOE,JTBNN,Kupang ,Maulafa,,KOE,KOE10000,KOE10000,A,A,RING 1,
KOE10032,KOE,JTBNN,Kupang ,Oebobo,,KOE,KOE10000,KOE10000,A,A,RING 1,
KOE10033,KOE,JTBNN,Kupang ,Kota Lama,,KOE,KOE10000,KOE10000,A,A,RING 1,
KOE10034,KOE,JTBNN,Kupang ,Kota Raja,,KOE,KOE10000,KOE10000,A,A,RING 1,
KOE10100,KOE,JTBNN,Waibakul,Waibakul,,KOE-WBK,KOE10000,KOE10104,B,B,RING 2,
KOE10101,KOE,JTBNN,Sumba Tengah ,Mamboro,,KOE-WBK,KOE10000,KOE10104,D,C,RING 2,
KOE10102,KOE,JTBNN,Sumba Tengah ,Umbu Ratu Nggay,,KOE-WBK,KOE10000,KOE10104,D,C,RING 2,
KOE10103,KOE,JTBNN,Sumba Tengah ,Umbu Ratu Nggay Barat,,KOE-WBK,KOE10000,KOE10104,D,C,RING 2,
KOE10104,KOE,JTBNN,Sumba Tengah ,Katiku Tana,CABANG,KOE-WBK,KOE10000,KOE10104,B,B,RING 2,
KOE10105,KOE,JTBNN,Sumba Tengah ,Katikutana Selatan,,KOE-WBK,KOE10000,KOE10104,C,B,RING 2,
KOE20100,KOE,JTBNN,Kab. Belu,Atambua,CABANG,KOE-ABU,KOE10000,KOE20100,B,B,RING 2,
KOE20101,KOE,JTBNN,Malaka ,Kobalima,CABANG,KOE-KLA,KOE10000,KOE20101,B,B,RING 2,
KOE20102,KOE,JTBNN,Belu ,Lamaknen,,KOE-ABU,KOE10000,KOE20100,D,D,RING 2,
KOE20103,KOE,JTBNN,Malaka ,Malaka Timur,,KOE-MLA,KOE10000,KOE20104,C,C,RING 2,
KOE20104,KOE,JTBNN,Kab. Belu,Malaka Tengah,CABANG,KOE-MLA,KOE10000,KOE20104,B,B,RING 2,
KOE20106,KOE,JTBNN,Malaka ,Malaka Barat,,KOE-MLA,KOE10000,KOE20104,C,C,RING 2,
KOE20108,KOE,JTBNN,Belu ,Tasifeto Barat,,KOE-ABU,KOE10000,KOE20100,C,C,RING 2,
KOE20109,KOE,JTBNN,Belu ,Tasifeto Timur,,KOE-ABU,KOE10000,KOE20100,C,C,RING 2,
KOE20110,KOE,JTBNN,Belu ,Kakuluk Mesak,,KOE-ABU,KOE10000,KOE20100,C,C,RING 2,
KOE20111,KOE,JTBNN,Belu ,Raihat,,KOE-ABU,KOE10000,KOE20100,D,D,RING 2,
KOE20112,KOE,JTBNN,Malaka ,Rinhat,,KOE-MLA,KOE10000,KOE20104,D,D,RING 2,
KOE20113,KOE,JTBNN,Malaka ,Sasitamean,,KOE-MLA,KOE10000,KOE20104,D,D,RING 2,
KOE20114,KOE,JTBNN,Belu ,Raimanuk,,KOE-ABU,KOE10000,KOE20100,C,C,RING 2,
KOE20115,KOE,JTBNN,Belu ,Nanaet Duabesi,,KOE-ABU,KOE10000,KOE20100,D,D,RING 2,
KOE20116,KOE,JTBNN,Belu ,Lasiolat,,KOE-ABU,KOE10000,KOE20100,C,C,RING 2,
KOE20117,KOE,JTBNN,Belu ,Lamaknen Selatan,,KOE-ABU,KOE10000,KOE20100,D,D,RING 2,
KOE20118,KOE,JTBNN,Belu ,Atambua Selatan,,KOE-ABU,KOE10000,KOE20100,B,B,RING 2,
KOE20119,KOE,JTBNN,Belu ,Atambua Barat,,KOE-ABU,KOE10000,KOE20100,B,B,RING 2,
KOE20200,KOE,JTBNN,Kalabahi,Kalabahi,CABANG,KOE-KAI,KOE10000,KOE20200,B,B,RING 2,
KOE20201,KOE,JTBNN,Alor ,Alor Timur,,KOE-KAI,KOE10000,KOE20200,D,D,RING 2,
KOE20202,KOE,JTBNN,Alor ,Pantar,,KOE-KAI,KOE10000,KOE20200,D,D,RING 2,
KOE20203,KOE,JTBNN,Alor ,Alor Selatan,,KOE-KAI,KOE10000,KOE20200,D,D,RING 2,
KOE20204,KOE,JTBNN,Alor ,Alor Barat Daya,,KOE-KAI,KOE10000,KOE20200,C,C,RING 2,
KOE20205,KOE,JTBNN,Alor ,Alor Barat Laut,,KOE-KAI,KOE10000,KOE20200,C,C,RING 2,
KOE20206,KOE,JTBNN,Alor ,Alor Tengah Utara,,KOE-KAI,KOE10000,KOE20200,C,C,RING 2,
KOE20207,KOE,JTBNN,Alor ,Alor Timur Laut,,KOE-KAI,KOE10000,KOE20200,D,D,RING 2,
KOE20208,KOE,JTBNN,Alor ,Pantar Barat,,KOE-KAI,KOE10000,KOE20200,D,D,RING 2,
KOE20209,KOE,JTBNN,Alor ,Teluk Mutiara,,KOE-KAI,KOE10000,KOE20200,B,B,RING 2,
KOE20210,KOE,JTBNN,Alor ,Pureman,,KOE-KAI,KOE10000,KOE20200,C,C,RING 2,
KOE20211,KOE,JTBNN,Alor ,Pulau Pura,,KOE-KAI,KOE10000,KOE20200,C,C,RING 2,
KOE20212,KOE,JTBNN,Alor ,Pantar Timur,,KOE-KAI,KOE10000,KOE20200,C,C,RING 2,
KOE20213,KOE,JTBNN,Alor ,Pantar Tengah,,KOE-KAI,KOE10000,KOE20200,C,C,RING 2,
KOE20214,KOE,JTBNN,Alor ,Pantar Barat Laut,,KOE-KAI,KOE10000,KOE20200,C,C,RING 2,
KOE20215,KOE,JTBNN,Alor ,Mataru,,KOE-KAI,KOE10000,KOE20200,C,C,RING 2,
KOE20216,KOE,JTBNN,Alor ,Lembur,,KOE-KAI,KOE10000,KOE20200,C,C,RING 2,
KOE20217,KOE,JTBNN,Alor ,Kabola,,KOE-KAI,KOE10000,KOE20200,B,B,RING 2,
KOE20300,KOE,JTBNN,Kab. Timor Tengah Utara,Kefamenanu,CABANG,KOE-KEF,KOE10000,KOE20300,B,B,RING 2,
KOE20301,KOE,JTBNN,Timor Tengah Utara ,Biboki Selatan,,KOE-KEF,KOE10000,KOE20300,D,D,RING 2,
KOE20302,KOE,JTBNN,Timor Tengah Utara ,Biboki Utara,,KOE-KEF,KOE10000,KOE20300,D,D,RING 2,
KOE20303,KOE,JTBNN,Timor Tengah Utara ,Insana,,KOE-KEF,KOE10000,KOE20300,C,C,RING 2,
KOE20304,KOE,JTBNN,Timor Tengah Utara ,Miomafo Timur,,KOE-KEF,KOE10000,KOE20300,C,C,RING 2,
KOE20305,KOE,JTBNN,Timor Tengah Utara ,Miomafo Barat,,KOE-KEF,KOE10000,KOE20300,D,C,RING 2,
KOE20306,KOE,JTBNN,Timor Tengah Utara ,Biboki Anleu,,KOE-KEF,KOE10000,KOE20300,D,C,RING 2,
KOE20307,KOE,JTBNN,Timor Tengah Utara ,Insana Utara,,KOE-KEF,KOE10000,KOE20300,D,C,RING 2,
KOE20309,KOE,JTBNN,Timor Tengah Utara ,Noemuti,,KOE-KEF,KOE10000,KOE20300,C,C,RING 2,
KOE20310,KOE,JTBNN,Timor Tengah Utara ,Noemuti Timur,,KOE-KEF,KOE10000,KOE20300,D,D,RING 2,
KOE20311,KOE,JTBNN,Timor Tengah Utara ,Naibenu,,KOE-KEF,KOE10000,KOE20300,C,C,RING 2,
KOE20312,KOE,JTBNN,Timor Tengah Utara ,Mutis,,KOE-KEF,KOE10000,KOE20300,D,D,RING 2,
KOE20313,KOE,JTBNN,Timor Tengah Utara ,Musi,,KOE-KEF,KOE10000,KOE20300,C,C,RING 2,
KOE20314,KOE,JTBNN,Timor Tengah Utara ,Miomafo Tengah,,KOE-KEF,KOE10000,KOE20300,C,C,RING 2,
KOE20315,KOE,JTBNN,Timor Tengah Utara ,Insana Tengah,,KOE-KEF,KOE10000,KOE20300,C,C,RING 2,
KOE20316,KOE,JTBNN,Timor Tengah Utara ,Insana Fafinesu,,KOE-KEF,KOE10000,KOE20300,D,D,RING 2,
KOE20317,KOE,JTBNN,Timor Tengah Utara ,Insana Barat,,KOE-KEF,KOE10000,KOE20300,C,C,RING 2,
KOE20318,KOE,JTBNN,Timor Tengah Utara ,Bikomi Utara,,KOE-KEF,KOE10000,KOE20300,D,D,RING 2,
KOE20319,KOE,JTBNN,Timor Tengah Utara ,Bikomi Tengah,,KOE-KEF,KOE10000,KOE20300,C,C,RING 2,
KOE20320,KOE,JTBNN,Timor Tengah Utara ,Bikomi Selatan,,KOE-KEF,KOE10000,KOE20300,C,C,RING 2,
KOE20321,KOE,JTBNN,Timor Tengah Utara ,Bikomi Nilulat,,KOE-KEF,KOE10000,KOE20300,D,D,RING 2,
KOE20322,KOE,JTBNN,Timor Tengah Utara ,Biboki Tan Pah,,KOE-KEF,KOE10000,KOE20300,D,D,RING 2,
KOE20323,KOE,JTBNN,Timor Tengah Utara ,Biboki Moenleu,,KOE-KEF,KOE10000,KOE20300,D,D,RING 2,
KOE20324,KOE,JTBNN,Timor Tengah Utara ,Biboki Feotleu,,KOE-KEF,KOE10000,KOE20300,D,D,RING 2,
KOE20400,KOE,JTBNN,Kab. Flores Timur,Larantuka,CABANG,KOE-LKA,KOE10000,KOE20400,B,B,RING 2,
