CABANG,DESTINATION,3LC,Zona,Regional,DESTINATION GROUP LZD,"FIRST ATTEMP ( REG & Jabo, Jabar, Banten )","FIRST ATTEMP ( REG & Jateng, Jatim, Bali )",FIRST ATTEMP ( REG & Others ),"REKOMENDASI RETURN ( REG & Jabo, Jabar, Banten )","REKOMENDASI RETURN ( REG & Jateng, Jatim, Bali )",REKOMENDASI RETURN ( REG & Others ),"REKOMENDASI OM ( REG & Jabo, Jabar, Banten )","REKOMENDASI OM ( REG & Jateng, Jatim, Bali )",REKOMENDASI OM ( REG & Others ),"BREACH ( REG & Jabo, Jabar, Banten)","BREACH ( REG & Jateng, Jatim, Bali)",BREACH ( REG & Others),"FIRST ATTEMP ( JTR & Jabo, Jabar, Banten )","FIRST ATTEMP ( JTR & Jabo, Jabar, Banten ).1",FIRST ATTEMP ( JTR & Others ),"REKOMENDASI RETURN ( JTR & Jabo, Jabar, Banten )","REKOMENDASI RETURN ( JTR & Jateng, Jatim, Bali )",REKOMENDASI RETURN ( JTR & Others ),"REKOMENDASI OM ( JTR & Jabo, Jabar, Banten )","REKOMENDASI OM ( JTR & Jateng, Jatim, Bali )",REKOMENDASI OM ( JTR & Others ),"BREACH ( JTR & Jabo, Jabar, Banten )","BREACH ( JTR & Jateng, Jatim, Bali )",BREACH ( JTR & Others )
ENDE,KOE20817,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,KOE20818,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,KOE20820,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,KOE20821,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,KOE20822,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE20900,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE20902,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE20907,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE20908,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE20912,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE20913,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE20914,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE20915,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE20917,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE20918,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE20919,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE20920,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE20921,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE20922,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
WAINGAPU,KOE21000,KOE,B,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21001,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21002,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21003,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21005,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21006,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21007,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21008,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21010,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21011,KOE,C,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21012,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21013,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21014,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21015,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21016,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21017,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21018,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21019,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21020,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21021,KOE,B,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21022,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAINGAPU,KOE21023,KOE,C,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
WAIKABUBAK,KOE21100,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
WAIKABUBAK,KOE21103,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
WAIKABUBAK,KOE21104,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
WAIKABUBAK,KOE21105,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
WAIKABUBAK,KOE21106,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
WAIKABUBAK,KOE21107,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
WAIKABUBAK,KOE21108,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
WAIKABUBAK,KOE21109,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,KOE21200,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,KOE21201,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,KOE21202,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,KOE21203,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,KOE21204,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,KOE21205,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,KOE21206,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,KOE21207,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,KOE21208,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,KOE21209,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LABUAN BAJO,KOE21210,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,KOE21300,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,KOE21301,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,KOE21302,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,KOE21303,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,KOE21304,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,KOE21305,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,KOE21306,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,KOE21307,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BORONG,KOE21308,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MBAY,KOE21400,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MBAY,KOE21401,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE21403,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
BAJAWA,KOE21404,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ENDE,KOE21405,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MBAY,KOE21406,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MBAY,KOE21407,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MBAY,KOE21408,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ROTE,KOE21500,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ROTE,KOE21501,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ROTE,KOE21502,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ROTE,KOE21503,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ROTE,KOE21504,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ROTE,KOE21505,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ROTE,KOE21506,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ROTE,KOE21507,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ROTE,KOE21508,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ROTE,KOE21509,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
ROTE,KOE21510,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
TAMBOLAKA,KOE21600,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
TAMBOLAKA,KOE21601,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
TAMBOLAKA,KOE21602,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
TAMBOLAKA,KOE21603,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
TAMBOLAKA,KOE21604,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
TAMBOLAKA,KOE21605,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
TAMBOLAKA,KOE21606,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
TAMBOLAKA,KOE21607,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
TAMBOLAKA,KOE21608,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
TAMBOLAKA,KOE21609,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
TAMBOLAKA,KOE21610,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
TAMBOLAKA,KOE21611,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,KOE21800,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,KOE21801,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,KOE21802,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,KOE21803,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,KOE21804,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,KOE21805,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,KOE21806,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,KOE21807,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,KOE21808,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
LEMBATA,KOE21809,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
KABUPATEN KUPANG,KOE21900,KOE,B,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21901,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21902,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21903,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21904,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21905,KOE,C,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21906,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21907,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21908,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21909,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21910,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21911,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21912,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
SABU,KOE21913,KOE,C,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
KABUPATEN KUPANG,KOE21914,KOE,B,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21915,KOE,B,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21916,KOE,B,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21917,KOE,C,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
SABU,KOE21918,KOE,D,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
SABU,KOE21919,KOE,B,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
SABU,KOE21920,KOE,C,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
SABU,KOE21921,KOE,B,Regional Jatim Bali Nt,Papua & East Remote,16,16,18,20,20,22,21,21,23,35,35,41,26,26,31,29,29,29,30,30,30,54,54,64
KABUPATEN KUPANG,KOE21922,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21923,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21924,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21925,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21926,KOE,B,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21927,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21928,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
KABUPATEN KUPANG,KOE21929,KOE,D,Regional Jatim Bali Nt,Papua & East Metro,6,6,9,8,8,19,9,9,20,15,15,32,16,16,21,19,19,25,20,20,26,34,34,44
MALAKA,KOE22000,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MALAKA,KOE22001,KOE,B,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MALAKA,KOE22002,KOE,D,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
MALAKA,KOE22003,KOE,C,Regional Jatim Bali Nt,Papua & East Non Metro,9,9,14,11,11,20,12,12,21,18,18,35,19,19,24,22,22,27,23,23,28,40,40,50
