Coding,Provinsi,Kota / Kabupaten,Kecamatan,Kelurahan,Kode POS,Status Cabang,ZONA,CABANG,WILAYAH GROUPING,Gate Inbound,Wilayah Delivery,Jadwal Delivery
KOE20918,Nusa Tenggara Timur (NTT),Ngada ,Wolomeze (Riung Selatan),Nginamanu,86419,KANTOR PERWAKILAN,D,BAJAWA,FLORES,Gate LBJ,Agen Riung,Setiap hari
KOE20918,Nusa Tenggara Timur (NTT),Ngada ,Wolomeze (Riung Selatan),Nginamanu Barat,86419,KANTOR PERWAKILAN,D,BAJAWA,FLORES,Gate LBJ,Agen Riung,Setiap hari
KOE20918,Nusa Tenggara Timur (NTT),Ngada ,Wolomeze (Riung Selatan),Nginamanu Selatan,86419,KANTOR PERWAKILAN,D,BAJAWA,FLORES,Gate LBJ,Agen Riung,Setiap hari
KOE20918,Nusa Tenggara Timur (NTT),Ngada ,Wolomeze (Riung Selatan),Turaloa,86419,KANTOR PERWAKILAN,D,BAJAWA,FLORES,Gate LBJ,Agen Riung,Setiap hari
KOE20918,Nusa Tenggara Timur (NTT),Ngada ,Wolomeze (Riung Selatan),Wue,86419,KANTOR PERWAKILAN,D,BAJAWA,FLORES,Gate LBJ,Agen Riung,Setiap hari
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Biting,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Gising,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Golo Lebo,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Golo Lijun,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Golo Linus,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Golo Munde,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Golo Wuas,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Haju Ngendong,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Langgasai,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Legur Lai,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Lengko Namut,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Rana Gapang,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Rana Kulan,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Sisir,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21301,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar,Tiwu Kondo,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21306,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar Selatan,Benteng Pau,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21306,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar Selatan,Gising,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21306,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar Selatan,Golo Linus,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21306,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar Selatan,Golo Wuas,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21306,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar Selatan,Langga Sai,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21306,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar Selatan,Lempang Paji,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21306,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar Selatan,Mosi Ngaran,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21306,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar Selatan,Nanga Meje,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21306,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar Selatan,Nanga Puun,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21306,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar Selatan,Paan Waru,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21306,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar Selatan,Sangan Kalo,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21306,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar Selatan,Sipi,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21306,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar Selatan,Teno Mese,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21306,Nusa Tenggara Timur (NTT),Manggarai Timur ,Elar Selatan,Wae Rasan,86581,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,JUMAT DAN SABTU (VIA POCORANAKA) 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Bamo,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Golo Ndele,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Golo Nderu,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Golo Tolang,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Golomeni,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Gunung Baru,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Gunung Mute,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Komba,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Lembur,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Mbengan,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Mokel,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Mokel Morid,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Paan Leleng,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Pari,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Pong Ruan,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Rana Kolong,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Rana Mbata,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Rana Mbeling,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Rongga Koe,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Ruan,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Tanah Rata,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21304,Nusa Tenggara Timur (NTT),Manggarai Timur ,Kota Komba,Watu Nggene,86572,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Compang Deru,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Compang Mekar,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Compang Necak,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Golo Lembur,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Golo Mangung,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Golo Munga,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Golo Munga Barat,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Golo Nimbung,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Golo Paleng,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Golo Rentung,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Golo Wontong,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Goreng Meni,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Goreng Meni Utara,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Haju Wangi,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Keli,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Agen Keo Tengah,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Lencur,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Liang Deruk,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Nampar Tabang,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Satar Kampas,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Satar Padut,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Satar Punda,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Satar Punda Barat,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Tengku Leda,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21302,Nusa Tenggara Timur (NTT),Manggarai Timur ,Lamba Leda,Tengkulawar,86582,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,RABU DAN SABTU (VIA SAMBI RAMPAS)
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Bangka Kuleng,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Bangka Leleng,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Bangka Pau,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Bea Waek,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Compang Laho,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Compang Weluk,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Compang Wesang,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Deno,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Golo Lobos,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Golo Ndari,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Agen Lembor,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Golo Nderu,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Golo Rengket,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Golo Wune,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Gurung Turi,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Lenang,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Lento,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Leong,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Mando Sawu,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Melo,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Nggalak Leleng,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Poco Lia,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Pocong,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Satar Tesem,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21303,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka,Watu Lanur,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Arus,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Bangka Arus,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Benteng Rampas,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Benteng Wunis,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Colol,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Compang Raci,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Compang Wunis,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Golo Lero,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Ngkiong Dora,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Rende Nao,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Rengkam,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Tango Molas,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Ulu Wae,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Urung Dora,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Wangkar Weli,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Watu Arus,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Wejang Mali,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21307,Nusa Tenggara Timur (NTT),Manggarai Timur ,Poco Ranaka Timur,Wejang Mawe,86583,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21308,Nusa Tenggara Timur (NTT),Manggarai Timur ,Rana Mese,Bangka Kempo,86571,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21308,Nusa Tenggara Timur (NTT),Manggarai Timur ,Rana Mese,Bangka Masa,86571,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21308,Nusa Tenggara Timur (NTT),Manggarai Timur ,Rana Mese,Bea Ngencung,86571,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21308,Nusa Tenggara Timur (NTT),Manggarai Timur ,Rana Mese,Compang Kantar,86571,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21308,Nusa Tenggara Timur (NTT),Manggarai Timur ,Rana Mese,Compang Kempo,86571,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21308,Nusa Tenggara Timur (NTT),Manggarai Timur ,Rana Mese,Compang Loni,86571,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21308,Nusa Tenggara Timur (NTT),Manggarai Timur ,Rana Mese,Compang Teber,86571,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21308,Nusa Tenggara Timur (NTT),Manggarai Timur ,Rana Mese,Golo Loni,86571,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21308,Nusa Tenggara Timur (NTT),Manggarai Timur ,Rana Mese,Golo Meleng,86571,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21308,Nusa Tenggara Timur (NTT),Manggarai Timur ,Rana Mese,Golo Ros,86571,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21308,Nusa Tenggara Timur (NTT),Manggarai Timur ,Rana Mese,Golo Rutuk,86571,MITRA,D,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
