Coding,Provinsi,Kota / Kabupaten,Kecamatan,Kelurahan,Kode POS,Status Cabang,ZONA,CABANG,WILAYAH GROUPING,Gate Inbound,Wilayah Delivery,Jadwal Delivery
KOE21200,Nusa Tenggara Timur (NTT),Manggarai Barat ,Labuan Bajo,Labuan Bajo,0,KANTOR PERWAKILAN,A,LABUAN BAJO,FLORES,Gate LBJ,Cabang Labuan Bajo,
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Bajawa,86413,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Beiwali,86413,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Beja,86413,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Bela,86413,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Mauponggo,Setiap hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Bomari,86413,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Borani,86413,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Bowali,86413,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Faobata,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Jawameze,86416,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Kisanata,86411,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Langagedha,86418,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Lebijaga,86418,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Naru (Natu),86413,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Ngedukelu,86415,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Ngoranale,86413,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Pape,86413,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Susu,86417,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Tanalodu,86412,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Trikora,86414,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Ubedolumolo,86413,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Ubedolumolo Satu,86413,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20900,Nusa Tenggara Timur (NTT),Ngada ,Bajawa,Wawowae,86413,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Cabang Bajawa,Setiap Hari
KOE20914,Nusa Tenggara Timur (NTT),Ngada ,Soa,Bogoboa,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Soa,Setiap Hari
KOE20914,Nusa Tenggara Timur (NTT),Ngada ,Soa,Libunio,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Soa,Setiap Hari
KOE20914,Nusa Tenggara Timur (NTT),Ngada ,Soa,Loa,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Soa,Setiap Hari
KOE20914,Nusa Tenggara Timur (NTT),Ngada ,Soa,Masu,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Soa,Setiap Hari
KOE20914,Nusa Tenggara Timur (NTT),Ngada ,Soa,Masu Kedhi,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Soa,Setiap Hari
KOE20914,Nusa Tenggara Timur (NTT),Ngada ,Soa,Meli Waru,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Soa,Setiap Hari
KOE20914,Nusa Tenggara Timur (NTT),Ngada ,Soa,Mengeruda,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Soa,Setiap Hari
KOE20914,Nusa Tenggara Timur (NTT),Ngada ,Soa,Ngabheo,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Soa,Setiap Hari
KOE20914,Nusa Tenggara Timur (NTT),Ngada ,Soa,Piga,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Soa,Setiap Hari
KOE20914,Nusa Tenggara Timur (NTT),Ngada ,Soa,Piga I,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Soa,Setiap Hari
KOE20914,Nusa Tenggara Timur (NTT),Ngada ,Soa,Seso,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Soa,Setiap Hari
KOE20914,Nusa Tenggara Timur (NTT),Ngada ,Soa,Tarawaja,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Soa,Setiap Hari
KOE20914,Nusa Tenggara Timur (NTT),Ngada ,Soa,Tarawali,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Soa,Setiap Hari
KOE20914,Nusa Tenggara Timur (NTT),Ngada ,Soa,Waepana,86419,KANTOR PERWAKILAN,B,BAJAWA,FLORES,Gate LBJ,Agen Soa,Setiap Hari
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Bea Ngencung,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Benteng Raja,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Benteng Riwu,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Golo Kantar,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Golo Lalong,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Golo Loni,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Golo Meleng,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Golo Ros,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Golo Rutuk,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Gurung Liwut,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Kota Ndora,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Nanga Labang,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Ngampang Mas,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Poco Rii,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Rana Loba,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Rana Masak,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,SETIAP HARI 
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Rondo Woing,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE21300,Nusa Tenggara Timur (NTT),Manggarai Timur ,Borong,Sano Lokom/Lokon,86571,MITRA,B,BORONG,FLORES,Gate LBJ,Cabang Borong,"SENIN, RABU, JUMAT "
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Embu Ngena,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Emburia,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Embutheru,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Ja Moke Asa,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Jejaraja,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Mbotutenda,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Nakuramba,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Ndetundora I,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Ndetundora II,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Ndetundora III,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Nemboramba,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Nuaja,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Peozakaramba,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Raburia,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Randorama,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Randotonda,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Ranoramba,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Riaraja,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Ruku Ramba,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Tendambonggi,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Tinabani,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Tomberabu 1,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Tomberabu II,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Tonggopajoa,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Uzuramba,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Uzuramba Barat,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Wajakea Jaya,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Wawonato,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Wologai,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Wologai Dua,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Wolokaro,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE20800,Nusa Tenggara Timur (NTT),Ende ,Ende,Worhopapa,86319,KANTOR PERWAKILAN,B,ENDE,FLORES,Gate LBJ,Cabang Ende,SETIAP HARI
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Batu Cermin,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Cabang Labuan Bajo,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Compang Longgo,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Poros Selatan,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Golo Bilas,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Cabang Labuan Bajo,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Golo Mori,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Poros Selatan,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Golo Pongkor,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Poros Selatan,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Gorontalo,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Cabang Labuan Bajo,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Komodo,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Komodo,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Labuan Bajo,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Cabang Labuan Bajo,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Macang Tanggar,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Poros Selatan,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Nggorang,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Cabang Labuan Bajo,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Pantar,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Poros Selatan,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Papa Garang,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Papagarang,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Pasir Panjang,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Rincah,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Pasir Putih,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Messah,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Seraya Marannu,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Seraya,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Tiwu Nampar,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Poros Selatan,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Wae Kelambu,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Cabang Labuan Bajo,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Warloka,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Poros Selatan,
KOE21201,Nusa Tenggara Timur (NTT),Manggarai Barat ,Komodo,Watu Nggelek,86754,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Cabang Labuan Bajo,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,Daleng,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,Golo Ndeweng,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,LIang Sola,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,Ngancar,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,Poco Dedeng,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,Poco Rutang,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,Pondo,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,Pong Majok,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,Ponto Ara,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,Siru,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,Tangge,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,Wae Bangka,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,Wae Kanta,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,Wae Mowol,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21203,Nusa Tenggara Timur (NTT),Manggarai Barat ,Lembor,Wae Wako,86753,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Lembor,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Compang Liang Ndara,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Cunca Lolos,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Cunca Wulang,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Golo Damu,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Golo Desat,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Golo Ndoal,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Golo Sembea,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Golo Tantong,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Kempo,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Liang Ndara,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Tandong Belang,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Tiwi Riwung,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Wae Jare,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Watu Galang,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE21209,Nusa Tenggara Timur (NTT),Manggarai Barat ,Mbeliling,Watu Wangka,86757,KANTOR PERWAKILAN,B,LABUAN BAJO,FLORES,Gate LBJ,Agen Mbeliling,
KOE20400,Nusa Tenggara Timur (NTT),Flores Timur ,Larantuka,Amagarapati,86219,KANTOR PERWAKILAN,B,LARANTUKA,FLORES,Gate KOE,Cabang Larantuka,
KOE20400,Nusa Tenggara Timur (NTT),Flores Timur ,Larantuka,Balela,86214,KANTOR PERWAKILAN,B,LARANTUKA,FLORES,Gate KOE,Cabang Larantuka,
KOE20400,Nusa Tenggara Timur (NTT),Flores Timur ,Larantuka,Ekasapta,86217,KANTOR PERWAKILAN,B,LARANTUKA,FLORES,Gate KOE,Cabang Larantuka,
KOE20400,Nusa Tenggara Timur (NTT),Flores Timur ,Larantuka,Lamawalang,86219,KANTOR PERWAKILAN,B,LARANTUKA,FLORES,Gate KOE,Cabang Larantuka,
KOE20400,Nusa Tenggara Timur (NTT),Flores Timur ,Larantuka,Larantuka,86213,KANTOR PERWAKILAN,B,LARANTUKA,FLORES,Gate KOE,Cabang Larantuka,
KOE20400,Nusa Tenggara Timur (NTT),Flores Timur ,Larantuka,Lewolere,86212,KANTOR PERWAKILAN,B,LARANTUKA,FLORES,Gate KOE,Cabang Larantuka,
KOE20400,Nusa Tenggara Timur (NTT),Flores Timur ,Larantuka,Lohayong,86215,KANTOR PERWAKILAN,B,LARANTUKA,FLORES,Gate KOE,Cabang Larantuka,
KOE20400,Nusa Tenggara Timur (NTT),Flores Timur ,Larantuka,Lokea,86215,KANTOR PERWAKILAN,B,LARANTUKA,FLORES,Gate KOE,Cabang Larantuka,
