KOLOM DUMMY,DEST_KCU,DEST_REGION,SERVICE,ORIGIN_CODE,DEST_CODE,SLA_LDR,SLA_BREACH,SLA Return
REGBDO21222KOE10000,KOE,JTBNN,REG,BDO21222,KOE10000,,9,6
REGBDO21222KOE10029,KOE,JTBNN,REG,BDO21222,KOE10029,,9,6
REGBDO21222KOE10030,KOE,JTBNN,REG,BDO21222,KOE10030,,9,6
REGBDO21222KOE10031,KOE,JTBNN,REG,BDO21222,KOE10031,,9,6
REGBDO21222KOE10032,KOE,JTBNN,REG,BDO21222,KOE10032,,9,6
REGBDO21222KOE10033,KOE,JTBNN,REG,BDO21222,KOE10033,,9,6
REGBDO21222KOE10034,KOE,JTBNN,REG,BDO21222,KOE10034,,9,6
REGBDO10129KOE10000,KOE,JTBNN,REG,BDO10129,KOE10000,,9,6
REGBDO10129KOE10029,KOE,JTBNN,REG,BDO10129,KOE10029,,9,6
REGBDO10129KOE10030,KOE,JTBNN,REG,BDO10129,KOE10030,,9,6
REGBDO10129KOE10031,KOE,JTBNN,REG,BDO10129,KOE10031,,9,6
REGBDO10129KOE10032,KOE,JTBNN,REG,BDO10129,KOE10032,,9,6
REGBDO10129KOE10033,KOE,JTBNN,REG,BDO10129,KOE10033,,9,6
REGBDO10129KOE10034,KOE,JTBNN,REG,BDO10129,KOE10034,,9,6
REGCXP10011KOE10000,KOE,JTBNN,REG,CXP10011,KOE10000,,9,6
REGCXP10011KOE10029,KOE,JTBNN,REG,CXP10011,KOE10029,,9,6
REGCXP10011KOE10030,KOE,JTBNN,REG,CXP10011,KOE10030,,9,6
REGCXP10011KOE10031,KOE,JTBNN,REG,CXP10011,KOE10031,,9,6
REGCXP10011KOE10032,KOE,JTBNN,REG,CXP10011,KOE10032,,9,6
REGCXP10011KOE10033,KOE,JTBNN,REG,CXP10011,KOE10033,,9,6
REGCXP10011KOE10034,KOE,JTBNN,REG,CXP10011,KOE10034,,9,6
REGCXP10021KOE10000,KOE,JTBNN,REG,CXP10021,KOE10000,,9,6
REGCXP10021KOE10029,KOE,JTBNN,REG,CXP10021,KOE10029,,9,6
REGCXP10021KOE10030,KOE,JTBNN,REG,CXP10021,KOE10030,,9,6
REGCXP10021KOE10031,KOE,JTBNN,REG,CXP10021,KOE10031,,9,6
REGCXP10021KOE10032,KOE,JTBNN,REG,CXP10021,KOE10032,,9,6
REGCXP10021KOE10033,KOE,JTBNN,REG,CXP10021,KOE10033,,9,6
REGCXP10021KOE10034,KOE,JTBNN,REG,CXP10021,KOE10034,,9,6
REGCXP10023KOE10000,KOE,JTBNN,REG,CXP10023,KOE10000,,9,6
REGCXP10023KOE10029,KOE,JTBNN,REG,CXP10023,KOE10029,,9,6
REGCXP10023KOE10030,KOE,JTBNN,REG,CXP10023,KOE10030,,9,6
REGCXP10023KOE10031,KOE,JTBNN,REG,CXP10023,KOE10031,,9,6
REGCXP10023KOE10032,KOE,JTBNN,REG,CXP10023,KOE10032,,9,6
REGCXP10023KOE10033,KOE,JTBNN,REG,CXP10023,KOE10033,,9,6
REGCXP10023KOE10034,KOE,JTBNN,REG,CXP10023,KOE10034,,9,6
REGCXP10017KOE10000,KOE,JTBNN,REG,CXP10017,KOE10000,,9,6
REGCXP10017KOE10029,KOE,JTBNN,REG,CXP10017,KOE10029,,9,6
REGCXP10017KOE10030,KOE,JTBNN,REG,CXP10017,KOE10030,,9,6
REGCXP10017KOE10031,KOE,JTBNN,REG,CXP10017,KOE10031,,9,6
REGCXP10017KOE10032,KOE,JTBNN,REG,CXP10017,KOE10032,,9,6
REGCXP10017KOE10033,KOE,JTBNN,REG,CXP10017,KOE10033,,9,6
REGCXP10017KOE10034,KOE,JTBNN,REG,CXP10017,KOE10034,,9,6
REGCXP20000KOE10000,KOE,JTBNN,REG,CXP20000,KOE10000,,9,6
REGCXP20000KOE10029,KOE,JTBNN,REG,CXP20000,KOE10029,,9,6
REGCXP20000KOE10030,KOE,JTBNN,REG,CXP20000,KOE10030,,9,6
REGCXP20000KOE10031,KOE,JTBNN,REG,CXP20000,KOE10031,,9,6
REGCXP20000KOE10032,KOE,JTBNN,REG,CXP20000,KOE10032,,9,6
REGCXP20000KOE10033,KOE,JTBNN,REG,CXP20000,KOE10033,,9,6
REGCXP20000KOE10034,KOE,JTBNN,REG,CXP20000,KOE10034,,9,6
REGKOE20500KOE10000,KOE,JTBNN,REG,KOE20500,KOE10000,,9,6
REGKOE20500KOE10029,KOE,JTBNN,REG,KOE20500,KOE10029,,9,6
REGKOE20500KOE10030,KOE,JTBNN,REG,KOE20500,KOE10030,,9,6
REGKOE20500KOE10031,KOE,JTBNN,REG,KOE20500,KOE10031,,9,6
REGKOE20500KOE10032,KOE,JTBNN,REG,KOE20500,KOE10032,,9,6
REGKOE20500KOE10033,KOE,JTBNN,REG,KOE20500,KOE10033,,9,6
REGKOE20500KOE10034,KOE,JTBNN,REG,KOE20500,KOE10034,,9,6
REGKOE20400KOE10000,KOE,JTBNN,REG,KOE20400,KOE10000,,9,6
REGKOE20400KOE10029,KOE,JTBNN,REG,KOE20400,KOE10029,,9,6
REGKOE20400KOE10030,KOE,JTBNN,REG,KOE20400,KOE10030,,9,6
REGKOE20400KOE10031,KOE,JTBNN,REG,KOE20400,KOE10031,,9,6
REGKOE20400KOE10032,KOE,JTBNN,REG,KOE20400,KOE10032,,9,6
REGKOE20400KOE10033,KOE,JTBNN,REG,KOE20400,KOE10033,,9,6
REGKOE20400KOE10034,KOE,JTBNN,REG,KOE20400,KOE10034,,9,6
REGKOE21200KOE10000,KOE,JTBNN,REG,KOE21200,KOE10000,,9,6
REGKOE21200KOE10029,KOE,JTBNN,REG,KOE21200,KOE10029,,9,6
REGKOE21200KOE10030,KOE,JTBNN,REG,KOE21200,KOE10030,,9,6
REGKOE21200KOE10031,KOE,JTBNN,REG,KOE21200,KOE10031,,9,6
REGKOE21200KOE10032,KOE,JTBNN,REG,KOE21200,KOE10032,,9,6
REGKOE21200KOE10033,KOE,JTBNN,REG,KOE21200,KOE10033,,9,6
REGKOE21200KOE10034,KOE,JTBNN,REG,KOE21200,KOE10034,,9,6
REGKOE21300KOE10000,KOE,JTBNN,REG,KOE21300,KOE10000,,9,6
REGKOE21300KOE10029,KOE,JTBNN,REG,KOE21300,KOE10029,,9,6
REGKOE21300KOE10030,KOE,JTBNN,REG,KOE21300,KOE10030,,9,6
REGKOE21300KOE10031,KOE,JTBNN,REG,KOE21300,KOE10031,,9,6
REGKOE21300KOE10032,KOE,JTBNN,REG,KOE21300,KOE10032,,9,6
REGKOE21300KOE10033,KOE,JTBNN,REG,KOE21300,KOE10033,,9,6
REGKOE21300KOE10034,KOE,JTBNN,REG,KOE21300,KOE10034,,9,6
REGKOE20600KOE10000,KOE,JTBNN,REG,KOE20600,KOE10000,,9,6
REGKOE20600KOE10029,KOE,JTBNN,REG,KOE20600,KOE10029,,9,6
REGKOE20600KOE10030,KOE,JTBNN,REG,KOE20600,KOE10030,,9,6
REGKOE20600KOE10031,KOE,JTBNN,REG,KOE20600,KOE10031,,9,6
REGKOE20600KOE10032,KOE,JTBNN,REG,KOE20600,KOE10032,,9,6
REGKOE20600KOE10033,KOE,JTBNN,REG,KOE20600,KOE10033,,9,6
REGKOE20600KOE10034,KOE,JTBNN,REG,KOE20600,KOE10034,,9,6
REGKOE20800KOE10000,KOE,JTBNN,REG,KOE20800,KOE10000,,9,6
REGKOE20800KOE10029,KOE,JTBNN,REG,KOE20800,KOE10029,,9,6
REGKOE20800KOE10030,KOE,JTBNN,REG,KOE20800,KOE10030,,9,6
REGKOE20800KOE10031,KOE,JTBNN,REG,KOE20800,KOE10031,,9,6
REGKOE20800KOE10032,KOE,JTBNN,REG,KOE20800,KOE10032,,9,6
REGKOE20800KOE10033,KOE,JTBNN,REG,KOE20800,KOE10033,,9,6
REGKOE20800KOE10034,KOE,JTBNN,REG,KOE20800,KOE10034,,9,6
REGPKU21012KOE20305,KOE,JTBNN,REG,PKU21012,KOE20305,,9,6
REGPKU21012KOE20307,KOE,JTBNN,REG,PKU21012,KOE20307,,9,6
REGPKU21012KOE20312,KOE,JTBNN,REG,PKU21012,KOE20312,,9,6
REGPKU21012KOE20316,KOE,JTBNN,REG,PKU21012,KOE20316,,9,6
REGPKU21012KOE20321,KOE,JTBNN,REG,PKU21012,KOE20321,,9,6
REGPKU21012KOE20322,KOE,JTBNN,REG,PKU21012,KOE20322,,9,6
REGPKU21012KOE20323,KOE,JTBNN,REG,PKU21012,KOE20323,,9,6
REGPKU21012KOE20324,KOE,JTBNN,REG,PKU21012,KOE20324,,9,6
REGPKU21012KOE21506,KOE,JTBNN,REG,PKU21012,KOE21506,,9,6
REGPKU21012KOE21605,KOE,JTBNN,REG,PKU21012,KOE21605,,9,6
REGPKU21115KOE20305,KOE,JTBNN,REG,PKU21115,KOE20305,,9,6
REGPKU21115KOE20307,KOE,JTBNN,REG,PKU21115,KOE20307,,9,6
REGPKU21115KOE20312,KOE,JTBNN,REG,PKU21115,KOE20312,,9,6
REGPKU21115KOE20316,KOE,JTBNN,REG,PKU21115,KOE20316,,9,6
REGPKU21115KOE20321,KOE,JTBNN,REG,PKU21115,KOE20321,,9,6
REGPKU21115KOE20322,KOE,JTBNN,REG,PKU21115,KOE20322,,9,6
REGPKU21115KOE20323,KOE,JTBNN,REG,PKU21115,KOE20323,,9,6
REGPKU21115KOE20324,KOE,JTBNN,REG,PKU21115,KOE20324,,9,6
REGPKU21115KOE21506,KOE,JTBNN,REG,PKU21115,KOE21506,,9,6
REGPKU21115KOE21605,KOE,JTBNN,REG,PKU21115,KOE21605,,9,6
REGPKU20307KOE20305,KOE,JTBNN,REG,PKU20307,KOE20305,,9,6
REGPKU20307KOE20307,KOE,JTBNN,REG,PKU20307,KOE20307,,9,6
REGPKU20307KOE20309,KOE,JTBNN,REG,PKU20307,KOE20309,,9,6
REGPKU20307KOE20312,KOE,JTBNN,REG,PKU20307,KOE20312,,9,6
REGPKU20307KOE20313,KOE,JTBNN,REG,PKU20307,KOE20313,,9,6
REGPKU20307KOE20314,KOE,JTBNN,REG,PKU20307,KOE20314,,9,6
REGPKU20307KOE20315,KOE,JTBNN,REG,PKU20307,KOE20315,,9,6
REGPKU20307KOE20316,KOE,JTBNN,REG,PKU20307,KOE20316,,9,6
REGPKU20307KOE20317,KOE,JTBNN,REG,PKU20307,KOE20317,,9,6
REGPKU20307KOE20321,KOE,JTBNN,REG,PKU20307,KOE20321,,9,6
REGPKU20307KOE20322,KOE,JTBNN,REG,PKU20307,KOE20322,,9,6
REGPKU20307KOE20323,KOE,JTBNN,REG,PKU20307,KOE20323,,9,6
REGPKU20307KOE20324,KOE,JTBNN,REG,PKU20307,KOE20324,,9,6
REGPKU20307KOE21503,KOE,JTBNN,REG,PKU20307,KOE21503,,9,6
REGPKU20307KOE21504,KOE,JTBNN,REG,PKU20307,KOE21504,,9,6
REGPKU20307KOE21505,KOE,JTBNN,REG,PKU20307,KOE21505,,9,6
REGPKU20307KOE21506,KOE,JTBNN,REG,PKU20307,KOE21506,,9,6
REGPKU20307KOE21605,KOE,JTBNN,REG,PKU20307,KOE21605,,9,6
REGPLM20505KOE21603,KOE,JTBNN,REG,PLM20505,KOE21603,,9,6
REGPLM20505KOE21912,KOE,JTBNN,REG,PLM20505,KOE21912,,9,6
REGPLM20505KOE21913,KOE,JTBNN,REG,PLM20505,KOE21913,,9,6
REGPLM20505KOE21917,KOE,JTBNN,REG,PLM20505,KOE21917,,9,6
REGPLM20505KOE21918,KOE,JTBNN,REG,PLM20505,KOE21918,,9,6
REGPLM20505KOE21919,KOE,JTBNN,REG,PLM20505,KOE21919,,9,6
REGPLM20505KOE21920,KOE,JTBNN,REG,PLM20505,KOE21920,,9,6
REGPLM20505KOE21921,KOE,JTBNN,REG,PLM20505,KOE21921,,9,6
REGPLM20505KOE21922,KOE,JTBNN,REG,PLM20505,KOE21922,,9,6
REGPLM20505KOE21923,KOE,JTBNN,REG,PLM20505,KOE21923,,9,6
REGPLM20505KOE21924,KOE,JTBNN,REG,PLM20505,KOE21924,,9,6
REGPLM20505KOE21925,KOE,JTBNN,REG,PLM20505,KOE21925,,9,6
REGPLM20505KOE21926,KOE,JTBNN,REG,PLM20505,KOE21926,,9,6
REGPWT20017KOE10000,KOE,JTBNN,REG,PWT20017,KOE10000,,9,6
REGPWT20017KOE10029,KOE,JTBNN,REG,PWT20017,KOE10029,,9,6
REGPWT20017KOE10030,KOE,JTBNN,REG,PWT20017,KOE10030,,9,6
REGPWT20017KOE10031,KOE,JTBNN,REG,PWT20017,KOE10031,,9,6
REGPWT20017KOE10032,KOE,JTBNN,REG,PWT20017,KOE10032,,9,6
REGPWT20017KOE10033,KOE,JTBNN,REG,PWT20017,KOE10033,,9,6
REGPWT20017KOE10034,KOE,JTBNN,REG,PWT20017,KOE10034,,9,6
REGSRG20309KOE10000,KOE,JTBNN,REG,SRG20309,KOE10000,,9,6
REGSRG20309KOE10029,KOE,JTBNN,REG,SRG20309,KOE10029,,9,6
REGSRG20309KOE10030,KOE,JTBNN,REG,SRG20309,KOE10030,,9,6
REGSRG20309KOE10031,KOE,JTBNN,REG,SRG20309,KOE10031,,9,6
REGSRG20309KOE10032,KOE,JTBNN,REG,SRG20309,KOE10032,,9,6
REGSRG20309KOE10033,KOE,JTBNN,REG,SRG20309,KOE10033,,9,6
REGSRG20309KOE10034,KOE,JTBNN,REG,SRG20309,KOE10034,,9,6
REGTGL20002KOE10000,KOE,JTBNN,REG,TGL20002,KOE10000,,9,6
REGTGL20002KOE10029,KOE,JTBNN,REG,TGL20002,KOE10029,,9,6
REGTGL20002KOE10030,KOE,JTBNN,REG,TGL20002,KOE10030,,9,6
REGTGL20002KOE10031,KOE,JTBNN,REG,TGL20002,KOE10031,,9,6
REGTGL20002KOE10032,KOE,JTBNN,REG,TGL20002,KOE10032,,9,6
REGTGL20002KOE10033,KOE,JTBNN,REG,TGL20002,KOE10033,,9,6
REGTGL20002KOE10034,KOE,JTBNN,REG,TGL20002,KOE10034,,9,6
REGSRG21602KOE10000,KOE,JTBNN,REG,SRG21602,KOE10000,,9,6
REGSRG21602KOE10029,KOE,JTBNN,REG,SRG21602,KOE10029,,9,6
REGSRG21602KOE10030,KOE,JTBNN,REG,SRG21602,KOE10030,,9,6
REGSRG21602KOE10031,KOE,JTBNN,REG,SRG21602,KOE10031,,9,6
REGSRG21602KOE10032,KOE,JTBNN,REG,SRG21602,KOE10032,,9,6
REGSRG21602KOE10033,KOE,JTBNN,REG,SRG21602,KOE10033,,9,6
REGSRG21602KOE10034,KOE,JTBNN,REG,SRG21602,KOE10034,,9,6
REGKOE20104KOE20101,KOE,JTBNN,REG,KOE20104,KOE20101,,5,6
REGKOE10104KOE10100,KOE,JTBNN,REG,KOE10104,KOE10100,,5,6
REGKOE20104KOE20104,KOE,JTBNN,REG,KOE20104,KOE20104,,5,6
REGKOE20104KOE22001,KOE,JTBNN,REG,KOE20104,KOE22001,,5,6
REGKOE10104KOE21000,KOE,JTBNN,REG,KOE10104,KOE21000,,5,6
REGKOE10104KOE21021,KOE,JTBNN,REG,KOE10104,KOE21021,,5,6
REGKOE10104KOE21100,KOE,JTBNN,REG,KOE10104,KOE21100,,5,6
REGKOE10104KOE21107,KOE,JTBNN,REG,KOE10104,KOE21107,,5,6
REGKOE10104KOE21600,KOE,JTBNN,REG,KOE10104,KOE21600,,5,6
REGKOE10104KOE21606,KOE,JTBNN,REG,KOE10104,KOE21606,,5,6
REGKOE10104KOE21610,KOE,JTBNN,REG,KOE10104,KOE21610,,5,6
REGKOE21100KOE10100,KOE,JTBNN,REG,KOE21100,KOE10100,,5,6
REGKOE21100KOE10104,KOE,JTBNN,REG,KOE21100,KOE10104,,5,6
REGKOE21600KOE10100,KOE,JTBNN,REG,KOE21600,KOE10100,,5,6
REGKOE21600KOE10104,KOE,JTBNN,REG,KOE21600,KOE10104,,5,6
REGKOE21600KOE21000,KOE,JTBNN,REG,KOE21600,KOE21000,,5,6
REGKOE21600KOE21021,KOE,JTBNN,REG,KOE21600,KOE21021,,5,6
REGKOE21600KOE21100,KOE,JTBNN,REG,KOE21600,KOE21100,,5,6
REGKOE21600KOE21107,KOE,JTBNN,REG,KOE21600,KOE21107,,5,6
REGKOE20101KOE20700,KOE,JTBNN,REG,KOE20101,KOE20700,,5,6
REGKOE20101KOE20709,KOE,JTBNN,REG,KOE20101,KOE20709,,5,6
REGKOE20101KOE20729,KOE,JTBNN,REG,KOE20101,KOE20729,,5,6
REGKOE20104KOE20100,KOE,JTBNN,REG,KOE20104,KOE20100,,5,6
REGKOE20104KOE20118,KOE,JTBNN,REG,KOE20104,KOE20118,,5,6
REGKOE20104KOE20119,KOE,JTBNN,REG,KOE20104,KOE20119,,5,6
REGKOE20104KOE20300,KOE,JTBNN,REG,KOE20104,KOE20300,,5,6
REGKOE20104KOE20700,KOE,JTBNN,REG,KOE20104,KOE20700,,5,6
REGKOE20104KOE20709,KOE,JTBNN,REG,KOE20104,KOE20709,,5,6
REGKOE20104KOE20729,KOE,JTBNN,REG,KOE20104,KOE20729,,5,6
REGKOE20104KOE21900,KOE,JTBNN,REG,KOE20104,KOE21900,,5,6
REGKOE20104KOE21910,KOE,JTBNN,REG,KOE20104,KOE21910,,5,6
REGKOE20104KOE21914,KOE,JTBNN,REG,KOE20104,KOE21914,,5,6
REGKOE20104KOE21915,KOE,JTBNN,REG,KOE20104,KOE21915,,5,6
REGKOE20104KOE21916,KOE,JTBNN,REG,KOE20104,KOE21916,,5,6
REGKOE20104KOE21926,KOE,JTBNN,REG,KOE20104,KOE21926,,5,6
REGKOE21920KOE10000,KOE,JTBNN,REG,KOE21920,KOE10000,,5,6
REGKOE21920KOE10029,KOE,JTBNN,REG,KOE21920,KOE10029,,5,6
REGKOE21920KOE10030,KOE,JTBNN,REG,KOE21920,KOE10030,,5,6
REGKOE21920KOE10031,KOE,JTBNN,REG,KOE21920,KOE10031,,5,6
REGKOE21920KOE10032,KOE,JTBNN,REG,KOE21920,KOE10032,,5,6
REGKOE21920KOE10033,KOE,JTBNN,REG,KOE21920,KOE10033,,5,6
REGKOE21920KOE10034,KOE,JTBNN,REG,KOE21920,KOE10034,,5,6
REGDPS21100KOE10000,KOE,JTBNN,REG,DPS21100,KOE10000,,5,6
REGDPS21100KOE10029,KOE,JTBNN,REG,DPS21100,KOE10029,,5,6
REGDPS21100KOE10030,KOE,JTBNN,REG,DPS21100,KOE10030,,5,6
REGDPS21100KOE10031,KOE,JTBNN,REG,DPS21100,KOE10031,,5,6
REGDPS21100KOE10032,KOE,JTBNN,REG,DPS21100,KOE10032,,5,6
REGDPS21100KOE10033,KOE,JTBNN,REG,DPS21100,KOE10033,,5,6
REGDPS21100KOE10034,KOE,JTBNN,REG,DPS21100,KOE10034,,5,6
REGKOE21600KOE10000,KOE,JTBNN,REG,KOE21600,KOE10000,,5,6
REGKOE21600KOE10029,KOE,JTBNN,REG,KOE21600,KOE10029,,5,6
REGKOE21600KOE10030,KOE,JTBNN,REG,KOE21600,KOE10030,,5,6
REGKOE21600KOE10031,KOE,JTBNN,REG,KOE21600,KOE10031,,5,6
REGKOE21600KOE10032,KOE,JTBNN,REG,KOE21600,KOE10032,,5,6
REGKOE21600KOE10033,KOE,JTBNN,REG,KOE21600,KOE10033,,5,6
REGKOE21600KOE10034,KOE,JTBNN,REG,KOE21600,KOE10034,,5,6
REGLBJ10100KOE10000,KOE,JTBNN,REG,LBJ10100,KOE10000,,5,6
REGLBJ10100KOE10029,KOE,JTBNN,REG,LBJ10100,KOE10029,,5,6
REGLBJ10100KOE10030,KOE,JTBNN,REG,LBJ10100,KOE10030,,5,6
REGLBJ10100KOE10031,KOE,JTBNN,REG,LBJ10100,KOE10031,,5,6
REGLBJ10100KOE10032,KOE,JTBNN,REG,LBJ10100,KOE10032,,5,6
REGLBJ10100KOE10033,KOE,JTBNN,REG,LBJ10100,KOE10033,,5,6
REGLBJ10100KOE10034,KOE,JTBNN,REG,LBJ10100,KOE10034,,5,6
REGKOE20104KOE10000,KOE,JTBNN,REG,KOE20104,KOE10000,,5,6
REGKOE20104KOE10029,KOE,JTBNN,REG,KOE20104,KOE10029,,5,6
REGKOE20104KOE10030,KOE,JTBNN,REG,KOE20104,KOE10030,,5,6
REGKOE20104KOE10031,KOE,JTBNN,REG,KOE20104,KOE10031,,5,6
REGKOE20104KOE10032,KOE,JTBNN,REG,KOE20104,KOE10032,,5,6
REGKOE20104KOE10033,KOE,JTBNN,REG,KOE20104,KOE10033,,5,6
REGKOE20104KOE10034,KOE,JTBNN,REG,KOE20104,KOE10034,,5,6
REGLBJ10000KOE21001,KOE,JTBNN,REG,LBJ10000,KOE21001,3,6,9
REGLBJ10000KOE21002,KOE,JTBNN,REG,LBJ10000,KOE21002,3,6,9
REGLBJ10000KOE21003,KOE,JTBNN,REG,LBJ10000,KOE21003,3,6,9
REGLBJ10000KOE21005,KOE,JTBNN,REG,LBJ10000,KOE21005,3,6,9
REGLBJ10000KOE21006,KOE,JTBNN,REG,LBJ10000,KOE21006,3,6,9
REGLBJ10000KOE21007,KOE,JTBNN,REG,LBJ10000,KOE21007,3,6,9
REGLBJ10000KOE21008,KOE,JTBNN,REG,LBJ10000,KOE21008,3,6,9
REGLBJ10000KOE21010,KOE,JTBNN,REG,LBJ10000,KOE21010,3,6,9
REGLBJ10000KOE21012,KOE,JTBNN,REG,LBJ10000,KOE21012,3,6,9
REGLBJ10000KOE21013,KOE,JTBNN,REG,LBJ10000,KOE21013,3,6,9
REGLBJ10000KOE21014,KOE,JTBNN,REG,LBJ10000,KOE21014,3,6,9
REGLBJ10000KOE21015,KOE,JTBNN,REG,LBJ10000,KOE21015,3,6,9
REGLBJ10000KOE21016,KOE,JTBNN,REG,LBJ10000,KOE21016,3,6,9
REGLBJ10000KOE21017,KOE,JTBNN,REG,LBJ10000,KOE21017,3,6,9
REGLBJ10000KOE21018,KOE,JTBNN,REG,LBJ10000,KOE21018,3,6,9
REGLBJ10000KOE21019,KOE,JTBNN,REG,LBJ10000,KOE21019,3,6,9
REGLBJ10000KOE21020,KOE,JTBNN,REG,LBJ10000,KOE21020,3,6,9
REGLBJ10000KOE21022,KOE,JTBNN,REG,LBJ10000,KOE21022,3,6,9
REGKOE21900KOE20102,KOE,JTBNN,REG,KOE21900,KOE20102,3,6,9
REGKOE21900KOE20111,KOE,JTBNN,REG,KOE21900,KOE20111,3,6,9
REGKOE21900KOE20112,KOE,JTBNN,REG,KOE21900,KOE20112,3,6,9
REGKOE21900KOE20113,KOE,JTBNN,REG,KOE21900,KOE20113,3,6,9
REGKOE21900KOE20115,KOE,JTBNN,REG,KOE21900,KOE20115,3,6,9
REGKOE21900KOE20117,KOE,JTBNN,REG,KOE21900,KOE20117,3,6,9
REGKOE21900KOE22002,KOE,JTBNN,REG,KOE21900,KOE22002,3,6,9
REGKOE21900KOE22004,KOE,JTBNN,REG,KOE21900,KOE22004,3,6,9
REGKOE21900KOE22005,KOE,JTBNN,REG,KOE21900,KOE22005,3,6,9
REGKOE21920KOE21913,KOE,JTBNN,REG,KOE21920,KOE21913,3,6,9
REGKOE21920KOE21920,KOE,JTBNN,REG,KOE21920,KOE21920,3,6,9
REGLBJ10000KOE21011,KOE,JTBNN,REG,LBJ10000,KOE21011,3,6,9
REGLBJ10000KOE21023,KOE,JTBNN,REG,LBJ10000,KOE21023,3,6,9
REGKOE20300KOE20701,KOE,JTBNN,REG,KOE20300,KOE20701,3,6,9
REGKOE20300KOE20706,KOE,JTBNN,REG,KOE20300,KOE20706,3,6,9
REGKOE20300KOE20708,KOE,JTBNN,REG,KOE20300,KOE20708,3,6,9
REGKOE20300KOE20710,KOE,JTBNN,REG,KOE20300,KOE20710,3,6,9
REGKOE20300KOE20711,KOE,JTBNN,REG,KOE20300,KOE20711,3,6,9
REGKOE20300KOE20712,KOE,JTBNN,REG,KOE20300,KOE20712,3,6,9
REGKOE20300KOE20713,KOE,JTBNN,REG,KOE20300,KOE20713,3,6,9
REGKOE20300KOE20714,KOE,JTBNN,REG,KOE20300,KOE20714,3,6,9
REGKOE20300KOE20715,KOE,JTBNN,REG,KOE20300,KOE20715,3,6,9
REGKOE20300KOE20716,KOE,JTBNN,REG,KOE20300,KOE20716,3,6,9
REGKOE20300KOE20717,KOE,JTBNN,REG,KOE20300,KOE20717,3,6,9
REGKOE20300KOE20718,KOE,JTBNN,REG,KOE20300,KOE20718,3,6,9
REGKOE20300KOE20719,KOE,JTBNN,REG,KOE20300,KOE20719,3,6,9
REGKOE20300KOE20720,KOE,JTBNN,REG,KOE20300,KOE20720,3,6,9
REGKOE20300KOE20721,KOE,JTBNN,REG,KOE20300,KOE20721,3,6,9
REGKOE20300KOE20722,KOE,JTBNN,REG,KOE20300,KOE20722,3,6,9
REGKOE20300KOE20723,KOE,JTBNN,REG,KOE20300,KOE20723,3,6,9
REGKOE20300KOE20724,KOE,JTBNN,REG,KOE20300,KOE20724,3,6,9
REGKOE20300KOE20725,KOE,JTBNN,REG,KOE20300,KOE20725,3,6,9
REGKOE20300KOE20726,KOE,JTBNN,REG,KOE20300,KOE20726,3,6,9
REGKOE20300KOE20727,KOE,JTBNN,REG,KOE20300,KOE20727,3,6,9
REGKOE20300KOE20728,KOE,JTBNN,REG,KOE20300,KOE20728,3,6,9
REGKOE20300KOE20730,KOE,JTBNN,REG,KOE20300,KOE20730,3,6,9
REGKOE20300KOE20731,KOE,JTBNN,REG,KOE20300,KOE20731,3,6,9
REGKOE20300KOE20732,KOE,JTBNN,REG,KOE20300,KOE20732,3,6,9
REGKOE20300KOE20733,KOE,JTBNN,REG,KOE20300,KOE20733,3,6,9
REGKOE20300KOE20734,KOE,JTBNN,REG,KOE20300,KOE20734,3,6,9
REGKOE20101KOE20102,KOE,JTBNN,REG,KOE20101,KOE20102,3,6,9
REGKOE20101KOE20111,KOE,JTBNN,REG,KOE20101,KOE20111,3,6,9
REGKOE20101KOE20115,KOE,JTBNN,REG,KOE20101,KOE20115,3,6,9
REGKOE20101KOE20117,KOE,JTBNN,REG,KOE20101,KOE20117,3,6,9
REGKOE20101KOE21901,KOE,JTBNN,REG,KOE20101,KOE21901,3,6,9
REGKOE20101KOE21902,KOE,JTBNN,REG,KOE20101,KOE21902,3,6,9
REGKOE20101KOE21903,KOE,JTBNN,REG,KOE20101,KOE21903,3,6,9
REGKOE20101KOE21904,KOE,JTBNN,REG,KOE20101,KOE21904,3,6,9
REGKOE20101KOE21906,KOE,JTBNN,REG,KOE20101,KOE21906,3,6,9
REGKOE20101KOE21907,KOE,JTBNN,REG,KOE20101,KOE21907,3,6,9
REGKOE20101KOE21908,KOE,JTBNN,REG,KOE20101,KOE21908,3,6,9
REGKOE20101KOE21909,KOE,JTBNN,REG,KOE20101,KOE21909,3,6,9
REGKOE20101KOE21911,KOE,JTBNN,REG,KOE20101,KOE21911,3,6,9
REGKOE20101KOE21912,KOE,JTBNN,REG,KOE20101,KOE21912,3,6,9
REGKOE20101KOE21922,KOE,JTBNN,REG,KOE20101,KOE21922,3,6,9
REGKOE20101KOE21923,KOE,JTBNN,REG,KOE20101,KOE21923,3,6,9
REGKOE20101KOE21924,KOE,JTBNN,REG,KOE20101,KOE21924,3,6,9
REGKOE20101KOE21925,KOE,JTBNN,REG,KOE20101,KOE21925,3,6,9
REGKOE20101KOE21927,KOE,JTBNN,REG,KOE20101,KOE21927,3,6,9
REGKOE20101KOE21928,KOE,JTBNN,REG,KOE20101,KOE21928,3,6,9
REGKOE20101KOE21929,KOE,JTBNN,REG,KOE20101,KOE21929,3,6,9
REGKOE20200KOE20200,KOE,JTBNN,REG,KOE20200,KOE20200,3,6,9
