KOLOM DUMMY,DEST_KCU,DEST_REGION,SERVICE,ORIGIN_CODE,DEST_CODE,SLA_LDR,SLA_BREACH,SLA Return
REGTNJ10102KOE21602,KOE,JTBNN,REG,TNJ10102,KOE21602,,17,30
REGTKG21204KOE21602,KOE,JTBNN,REG,TKG21204,KOE21602,,17,30
REGUPG20100KOE21602,KOE,JTBNN,REG,UPG20100,KOE21602,,17,30
REGUPG20200KOE21602,KOE,JTBNN,REG,UPG20200,KOE21602,,17,30
REGUPG20400KOE21602,KOE,JTBNN,REG,UPG20400,KOE21602,,17,30
REGUPG20500KOE21602,KOE,JTBNN,REG,UPG20500,KOE21602,,17,30
REGUPG20605KOE21602,KOE,JTBNN,REG,UPG20605,KOE21602,,17,30
REGUPG20700KOE21602,KOE,JTBNN,REG,UPG20700,KOE21602,,17,30
REGUPG20715KOE21602,KOE,JTBNN,REG,UPG20715,KOE21602,,17,30
REGUPG20900KOE21602,KOE,JTBNN,REG,UPG20900,KOE21602,,17,30
REGUPG21100KOE21602,KOE,JTBNN,REG,UPG21100,KOE21602,,17,30
REGUPG21208KOE21602,KOE,JTBNN,REG,UPG21208,KOE21602,,17,30
REGUPG21300KOE21602,KOE,JTBNN,REG,UPG21300,KOE21602,,17,30
REGUPG21500KOE21602,KOE,JTBNN,REG,UPG21500,KOE21602,,17,30
REGUPG21700KOE21602,KOE,JTBNN,REG,UPG21700,KOE21602,,17,30
REGUPG21800KOE21602,KOE,JTBNN,REG,UPG21800,KOE21602,,17,30
REGUPG21900KOE21602,KOE,JTBNN,REG,UPG21900,KOE21602,,17,30
REGUPG22000KOE21602,KOE,JTBNN,REG,UPG22000,KOE21602,,17,30
REGUPG23112KOE21602,KOE,JTBNN,REG,UPG23112,KOE21602,,17,30
REGUPG23200KOE21602,KOE,JTBNN,REG,UPG23200,KOE21602,,17,30
REGUPG23203KOE21602,KOE,JTBNN,REG,UPG23203,KOE21602,,17,30
REGUPG23204KOE21602,KOE,JTBNN,REG,UPG23204,KOE21602,,17,30
REGUPG21811KOE21602,KOE,JTBNN,REG,UPG21811,KOE21602,,17,30
REGUPG23500KOE21602,KOE,JTBNN,REG,UPG23500,KOE21602,,17,30
REGUPG23400KOE21602,KOE,JTBNN,REG,UPG23400,KOE21602,,17,30
REGAMQ20300KOE20201,KOE,JTBNN,REG,AMQ20300,KOE20201,,17,30
REGAMQ20800KOE20201,KOE,JTBNN,REG,AMQ20800,KOE20201,,17,30
REGAMQ20200KOE20201,KOE,JTBNN,REG,AMQ20200,KOE20201,,17,30
REGAMQ20307KOE20201,KOE,JTBNN,REG,AMQ20307,KOE20201,,17,30
REGAMQ20600KOE20201,KOE,JTBNN,REG,AMQ20600,KOE20201,,17,30
REGAMQ20700KOE20201,KOE,JTBNN,REG,AMQ20700,KOE20201,,17,30
REGAMQ20900KOE20201,KOE,JTBNN,REG,AMQ20900,KOE20201,,17,30
REGAMQ10000KOE20201,KOE,JTBNN,REG,AMQ10000,KOE20201,,17,30
REGAMQ20108KOE20201,KOE,JTBNN,REG,AMQ20108,KOE20201,,17,30
REGAMQ20101KOE20201,KOE,JTBNN,REG,AMQ20101,KOE20201,,17,30
REGAMQ20100KOE20201,KOE,JTBNN,REG,AMQ20100,KOE20201,,17,30
REGCBN20426KOE20201,KOE,JTBNN,REG,CBN20426,KOE20201,,17,30
REGBDO21222KOE20201,KOE,JTBNN,REG,BDO21222,KOE20201,,17,30
REGCGK10600KOE20201,KOE,JTBNN,REG,CGK10600,KOE20201,,17,30
REGBDO10129KOE20201,KOE,JTBNN,REG,BDO10129,KOE20201,,17,30
REGCXP10011KOE20201,KOE,JTBNN,REG,CXP10011,KOE20201,,17,30
REGCXP10021KOE20201,KOE,JTBNN,REG,CXP10021,KOE20201,,17,30
REGCXP10023KOE20201,KOE,JTBNN,REG,CXP10023,KOE20201,,17,30
REGCXP10017KOE20201,KOE,JTBNN,REG,CXP10017,KOE20201,,17,30
REGCXP20000KOE20201,KOE,JTBNN,REG,CXP20000,KOE20201,,17,30
REGBTH10204KOE20201,KOE,JTBNN,REG,BTH10204,KOE20201,,17,30
REGBTH10200KOE20201,KOE,JTBNN,REG,BTH10200,KOE20201,,17,30
REGDJB20204KOE20201,KOE,JTBNN,REG,DJB20204,KOE20201,,17,30
REGDJB20607KOE20201,KOE,JTBNN,REG,DJB20607,KOE20201,,17,30
REGBTH10300KOE20201,KOE,JTBNN,REG,BTH10300,KOE20201,,17,30
REGBKS20110KOE20201,KOE,JTBNN,REG,BKS20110,KOE20201,,17,30
REGBKS20116KOE20201,KOE,JTBNN,REG,BKS20116,KOE20201,,17,30
REGBKS20200KOE20201,KOE,JTBNN,REG,BKS20200,KOE20201,,17,30
REGBKS20300KOE20201,KOE,JTBNN,REG,BKS20300,KOE20201,,17,30
REGBKS21100KOE20201,KOE,JTBNN,REG,BKS21100,KOE20201,,17,30
REGBKS21200KOE20201,KOE,JTBNN,REG,BKS21200,KOE20201,,17,30
REGBKS21300KOE20201,KOE,JTBNN,REG,BKS21300,KOE20201,,17,30
REGBKS23000KOE20201,KOE,JTBNN,REG,BKS23000,KOE20201,,17,30
REGBKS20100KOE20201,KOE,JTBNN,REG,BKS20100,KOE20201,,17,30
REGBTJ20200KOE20201,KOE,JTBNN,REG,BTJ20200,KOE20201,,17,30
REGBTJ20400KOE20201,KOE,JTBNN,REG,BTJ20400,KOE20201,,17,30
REGBTJ20500KOE20201,KOE,JTBNN,REG,BTJ20500,KOE20201,,17,30
REGBTJ20600KOE20201,KOE,JTBNN,REG,BTJ20600,KOE20201,,17,30
REGBTJ20700KOE20201,KOE,JTBNN,REG,BTJ20700,KOE20201,,17,30
REGBTJ21000KOE20201,KOE,JTBNN,REG,BTJ21000,KOE20201,,17,30
REGBTJ21100KOE20201,KOE,JTBNN,REG,BTJ21100,KOE20201,,17,30
REGBTJ21600KOE20201,KOE,JTBNN,REG,BTJ21600,KOE20201,,17,30
REGBTJ21700KOE20201,KOE,JTBNN,REG,BTJ21700,KOE20201,,17,30
REGBTJ21900KOE20201,KOE,JTBNN,REG,BTJ21900,KOE20201,,17,30
REGBTJ22200KOE20201,KOE,JTBNN,REG,BTJ22200,KOE20201,,17,30
REGBTH10400KOE20201,KOE,JTBNN,REG,BTH10400,KOE20201,,17,30
REGBTJ22100KOE20201,KOE,JTBNN,REG,BTJ22100,KOE20201,,17,30
REGBTJ20100KOE20201,KOE,JTBNN,REG,BTJ20100,KOE20201,,17,30
REGBTG20116KOE20201,KOE,JTBNN,REG,BTG20116,KOE20201,,17,30
REGBTG20112KOE20201,KOE,JTBNN,REG,BTG20112,KOE20201,,17,30
REGBDJ10323KOE20201,KOE,JTBNN,REG,BDJ10323,KOE20201,,17,30
REGBDJ10400KOE20201,KOE,JTBNN,REG,BDJ10400,KOE20201,,17,30
REGBDJ10404KOE20201,KOE,JTBNN,REG,BDJ10404,KOE20201,,17,30
REGBDJ20303KOE20201,KOE,JTBNN,REG,BDJ20303,KOE20201,,17,30
REGBDJ20401KOE20201,KOE,JTBNN,REG,BDJ20401,KOE20201,,17,30
REGBDJ20402KOE20201,KOE,JTBNN,REG,BDJ20402,KOE20201,,17,30
REGBDJ20500KOE20201,KOE,JTBNN,REG,BDJ20500,KOE20201,,17,30
REGBDJ20502KOE20201,KOE,JTBNN,REG,BDJ20502,KOE20201,,17,30
REGBDJ20700KOE20201,KOE,JTBNN,REG,BDJ20700,KOE20201,,17,30
REGBDJ20800KOE20201,KOE,JTBNN,REG,BDJ20800,KOE20201,,17,30
REGBDJ20900KOE20201,KOE,JTBNN,REG,BDJ20900,KOE20201,,17,30
REGBDJ21100KOE20201,KOE,JTBNN,REG,BDJ21100,KOE20201,,17,30
REGBDJ21304KOE20201,KOE,JTBNN,REG,BDJ21304,KOE20201,,17,30
REGBDJ10302KOE20201,KOE,JTBNN,REG,BDJ10302,KOE20201,,17,30
REGBDJ21303KOE20201,KOE,JTBNN,REG,BDJ21303,KOE20201,,17,30
REGBPN10008KOE20201,KOE,JTBNN,REG,BPN10008,KOE20201,,17,30
REGBPN10014KOE20201,KOE,JTBNN,REG,BPN10014,KOE20201,,17,30
REGBPN20101KOE20201,KOE,JTBNN,REG,BPN20101,KOE20201,,17,30
REGBPN20300KOE20201,KOE,JTBNN,REG,BPN20300,KOE20201,,17,30
REGBTG20100KOE20201,KOE,JTBNN,REG,BTG20100,KOE20201,,17,30
REGBPN20100KOE20201,KOE,JTBNN,REG,BPN20100,KOE20201,,17,30
REGBDJ10300KOE20201,KOE,JTBNN,REG,BDJ10300,KOE20201,,17,30
REGBDJ21301KOE20201,KOE,JTBNN,REG,BDJ21301,KOE20201,,17,30
REGBDJ20202KOE20201,KOE,JTBNN,REG,BDJ20202,KOE20201,,17,30
REGDJJ20500KOE20201,KOE,JTBNN,REG,DJJ20500,KOE20201,,17,30
REGDJJ21001KOE20201,KOE,JTBNN,REG,DJJ21001,KOE20201,,17,30
REGDJJ20600KOE20201,KOE,JTBNN,REG,DJJ20600,KOE20201,,17,30
REGDJJ21300KOE20201,KOE,JTBNN,REG,DJJ21300,KOE20201,,17,30
REGDJJ21400KOE20201,KOE,JTBNN,REG,DJJ21400,KOE20201,,17,30
REGDJJ20700KOE20201,KOE,JTBNN,REG,DJJ20700,KOE20201,,17,30
REGDJJ21500KOE20201,KOE,JTBNN,REG,DJJ21500,KOE20201,,17,30
REGDJJ20100KOE20201,KOE,JTBNN,REG,DJJ20100,KOE20201,,17,30
REGDJJ10031KOE20201,KOE,JTBNN,REG,DJJ10031,KOE20201,,17,30
REGDJJ10026KOE20201,KOE,JTBNN,REG,DJJ10026,KOE20201,,17,30
REGDJJ10015KOE20201,KOE,JTBNN,REG,DJJ10015,KOE20201,,17,30
REGDJJ10036KOE20201,KOE,JTBNN,REG,DJJ10036,KOE20201,,17,30
REGDJJ20400KOE20201,KOE,JTBNN,REG,DJJ20400,KOE20201,,17,30
REGKRW10003KOE20201,KOE,JTBNN,REG,KRW10003,KOE20201,,17,30
REGKRW10012KOE20201,KOE,JTBNN,REG,KRW10012,KOE20201,,17,30
REGDJB20700KOE20201,KOE,JTBNN,REG,DJB20700,KOE20201,,17,30
REGDTB21000KOE20201,KOE,JTBNN,REG,DTB21000,KOE20201,,17,30
REGMES20601KOE20201,KOE,JTBNN,REG,MES20601,KOE20201,,17,30
REGMES10300KOE20201,KOE,JTBNN,REG,MES10300,KOE20201,,17,30
REGMES10100KOE20201,KOE,JTBNN,REG,MES10100,KOE20201,,17,30
REGDTB21200KOE20201,KOE,JTBNN,REG,DTB21200,KOE20201,,17,30
REGDTB21100KOE20201,KOE,JTBNN,REG,DTB21100,KOE20201,,17,30
REGDTB20900KOE20201,KOE,JTBNN,REG,DTB20900,KOE20201,,17,30
REGDTB20800KOE20201,KOE,JTBNN,REG,DTB20800,KOE20201,,17,30
REGDTB20700KOE20201,KOE,JTBNN,REG,DTB20700,KOE20201,,17,30
REGDTB20600KOE20201,KOE,JTBNN,REG,DTB20600,KOE20201,,17,30
REGDTB20500KOE20201,KOE,JTBNN,REG,DTB20500,KOE20201,,17,30
REGDTB20300KOE20201,KOE,JTBNN,REG,DTB20300,KOE20201,,17,30
REGDTB20200KOE20201,KOE,JTBNN,REG,DTB20200,KOE20201,,17,30
REGDTB20100KOE20201,KOE,JTBNN,REG,DTB20100,KOE20201,,17,30
REGMES10606KOE20201,KOE,JTBNN,REG,MES10606,KOE20201,,17,30
REGDJB20901KOE20201,KOE,JTBNN,REG,DJB20901,KOE20201,,17,30
REGDJB20800KOE20201,KOE,JTBNN,REG,DJB20800,KOE20201,,17,30
REGDJB20704KOE20201,KOE,JTBNN,REG,DJB20704,KOE20201,,17,30
REGKDI20431KOE20201,KOE,JTBNN,REG,KDI20431,KOE20201,,17,30
REGKDI21200KOE20201,KOE,JTBNN,REG,KDI21200,KOE20201,,17,30
REGKDI20800KOE20201,KOE,JTBNN,REG,KDI20800,KOE20201,,17,30
REGKDI21104KOE20201,KOE,JTBNN,REG,KDI21104,KOE20201,,17,30
REGKDI20900KOE20201,KOE,JTBNN,REG,KDI20900,KOE20201,,17,30
REGMDC20200KOE20201,KOE,JTBNN,REG,MDC20200,KOE20201,,17,30
REGMDC20100KOE20201,KOE,JTBNN,REG,MDC20100,KOE20201,,17,30
REGKDI20603KOE20201,KOE,JTBNN,REG,KDI20603,KOE20201,,17,30
REGMDC21500KOE20201,KOE,JTBNN,REG,MDC21500,KOE20201,,17,30
REGMDC21100KOE20201,KOE,JTBNN,REG,MDC21100,KOE20201,,17,30
REGMDC21000KOE20201,KOE,JTBNN,REG,MDC21000,KOE20201,,17,30
REGMDC20900KOE20201,KOE,JTBNN,REG,MDC20900,KOE20201,,17,30
REGMDC20700KOE20201,KOE,JTBNN,REG,MDC20700,KOE20201,,17,30
REGMDC20300KOE20201,KOE,JTBNN,REG,MDC20300,KOE20201,,17,30
REGKDI20700KOE20201,KOE,JTBNN,REG,KDI20700,KOE20201,,17,30
REGKDI20601KOE20201,KOE,JTBNN,REG,KDI20601,KOE20201,,17,30
REGKDI20400KOE20201,KOE,JTBNN,REG,KDI20400,KOE20201,,17,30
REGKDI20300KOE20201,KOE,JTBNN,REG,KDI20300,KOE20201,,17,30
REGGTO20504KOE20201,KOE,JTBNN,REG,GTO20504,KOE20201,,17,30
REGGTO20500KOE20201,KOE,JTBNN,REG,GTO20500,KOE20201,,17,30
REGGTO20400KOE20201,KOE,JTBNN,REG,GTO20400,KOE20201,,17,30
REGGTO20302KOE20201,KOE,JTBNN,REG,GTO20302,KOE20201,,17,30
REGGTO20200KOE20201,KOE,JTBNN,REG,GTO20200,KOE20201,,17,30
REGGTO20204KOE20201,KOE,JTBNN,REG,GTO20204,KOE20201,,17,30
REGKDI20306KOE20201,KOE,JTBNN,REG,KDI20306,KOE20201,,17,30
REGKDI20500KOE20201,KOE,JTBNN,REG,KDI20500,KOE20201,,17,30
REGKDI20209KOE20201,KOE,JTBNN,REG,KDI20209,KOE20201,,17,30
REGPDG20100KOE20201,KOE,JTBNN,REG,PDG20100,KOE20201,,17,30
REGPDG20500KOE20201,KOE,JTBNN,REG,PDG20500,KOE20201,,17,30
REGPDG20800KOE20201,KOE,JTBNN,REG,PDG20800,KOE20201,,17,30
REGPDG20900KOE20201,KOE,JTBNN,REG,PDG20900,KOE20201,,17,30
REGPDG21400KOE20201,KOE,JTBNN,REG,PDG21400,KOE20201,,17,30
REGPDG21403KOE20201,KOE,JTBNN,REG,PDG21403,KOE20201,,17,30
REGPDG21500KOE20201,KOE,JTBNN,REG,PDG21500,KOE20201,,17,30
REGPDG21503KOE20201,KOE,JTBNN,REG,PDG21503,KOE20201,,17,30
REGPDG21710KOE20201,KOE,JTBNN,REG,PDG21710,KOE20201,,17,30
REGPDG21800KOE20201,KOE,JTBNN,REG,PDG21800,KOE20201,,17,30
REGPDG21900KOE20201,KOE,JTBNN,REG,PDG21900,KOE20201,,17,30
REGPGK10405KOE20201,KOE,JTBNN,REG,PGK10405,KOE20201,,17,30
REGPGK10505KOE20201,KOE,JTBNN,REG,PGK10505,KOE20201,,17,30
REGPKU20307KOE20201,KOE,JTBNN,REG,PKU20307,KOE20201,,17,30
REGMES20915KOE20201,KOE,JTBNN,REG,MES20915,KOE20201,,17,30
REGPGK10201KOE20201,KOE,JTBNN,REG,PGK10201,KOE20201,,17,30
REGPGK10206KOE20201,KOE,JTBNN,REG,PGK10206,KOE20201,,17,30
REGPGK10301KOE20201,KOE,JTBNN,REG,PGK10301,KOE20201,,17,30
REGPGK10302KOE20201,KOE,JTBNN,REG,PGK10302,KOE20201,,17,30
REGPGK10304KOE20201,KOE,JTBNN,REG,PGK10304,KOE20201,,17,30
REGPGK10305KOE20201,KOE,JTBNN,REG,PGK10305,KOE20201,,17,30
REGPGK10400KOE20201,KOE,JTBNN,REG,PGK10400,KOE20201,,17,30
REGPGK10401KOE20201,KOE,JTBNN,REG,PGK10401,KOE20201,,17,30
REGPGK10402KOE20201,KOE,JTBNN,REG,PGK10402,KOE20201,,17,30
REGPGK10500KOE20201,KOE,JTBNN,REG,PGK10500,KOE20201,,17,30
REGPGK10502KOE20201,KOE,JTBNN,REG,PGK10502,KOE20201,,17,30
REGPGK10504KOE20201,KOE,JTBNN,REG,PGK10504,KOE20201,,17,30
REGPKU20100KOE20201,KOE,JTBNN,REG,PKU20100,KOE20201,,17,30
REGPKU20217KOE20201,KOE,JTBNN,REG,PKU20217,KOE20201,,17,30
REGPKU20305KOE20201,KOE,JTBNN,REG,PKU20305,KOE20201,,17,30
REGPKU20123KOE20201,KOE,JTBNN,REG,PKU20123,KOE20201,,17,30
REGPKU21009KOE20201,KOE,JTBNN,REG,PKU21009,KOE20201,,17,30
REGPKU21212KOE20201,KOE,JTBNN,REG,PKU21212,KOE20201,,17,30
REGPKU20414KOE20201,KOE,JTBNN,REG,PKU20414,KOE20201,,17,30
REGPKU20500KOE20201,KOE,JTBNN,REG,PKU20500,KOE20201,,17,30
REGPKU20507KOE20201,KOE,JTBNN,REG,PKU20507,KOE20201,,17,30
REGPKU21209KOE20201,KOE,JTBNN,REG,PKU21209,KOE20201,,17,30
REGPKU21115KOE20201,KOE,JTBNN,REG,PKU21115,KOE20201,,17,30
REGPKU21012KOE20201,KOE,JTBNN,REG,PKU21012,KOE20201,,17,30
REGPKU20101KOE20201,KOE,JTBNN,REG,PKU20101,KOE20201,,17,30
REGPKU20124KOE20201,KOE,JTBNN,REG,PKU20124,KOE20201,,17,30
REGPKU21113KOE20201,KOE,JTBNN,REG,PKU21113,KOE20201,,17,30
REGPKU21208KOE20201,KOE,JTBNN,REG,PKU21208,KOE20201,,17,30
REGMES22100KOE20201,KOE,JTBNN,REG,MES22100,KOE20201,,17,30
REGMES20800KOE20201,KOE,JTBNN,REG,MES20800,KOE20201,,17,30
REGPLM10315KOE20201,KOE,JTBNN,REG,PLM10315,KOE20201,,17,30
REGPLM20200KOE20201,KOE,JTBNN,REG,PLM20200,KOE20201,,17,30
REGPLM20300KOE20201,KOE,JTBNN,REG,PLM20300,KOE20201,,17,30
REGPLM20500KOE20201,KOE,JTBNN,REG,PLM20500,KOE20201,,17,30
REGPLM20508KOE20201,KOE,JTBNN,REG,PLM20508,KOE20201,,17,30
REGPKU21112KOE20201,KOE,JTBNN,REG,PKU21112,KOE20201,,17,30
REGPLM20122KOE20201,KOE,JTBNN,REG,PLM20122,KOE20201,,17,30
REGPLM20211KOE20201,KOE,JTBNN,REG,PLM20211,KOE20201,,17,30
REGPLM20326KOE20201,KOE,JTBNN,REG,PLM20326,KOE20201,,17,30
REGPLM20503KOE20201,KOE,JTBNN,REG,PLM20503,KOE20201,,17,30
REGPKU21011KOE20201,KOE,JTBNN,REG,PKU21011,KOE20201,,17,30
REGPKU20506KOE20201,KOE,JTBNN,REG,PKU20506,KOE20201,,17,30
REGMXG20303KOE20201,KOE,JTBNN,REG,MXG20303,KOE20201,,17,30
REGMXG20323KOE20201,KOE,JTBNN,REG,MXG20323,KOE20201,,17,30
REGPKY20200KOE20201,KOE,JTBNN,REG,PKY20200,KOE20201,,17,30
REGPKY20400KOE20201,KOE,JTBNN,REG,PKY20400,KOE20201,,17,30
REGPKY20300KOE20201,KOE,JTBNN,REG,PKY20300,KOE20201,,17,30
REGPKY21300KOE20201,KOE,JTBNN,REG,PKY21300,KOE20201,,17,30
REGPKY20500KOE20201,KOE,JTBNN,REG,PKY20500,KOE20201,,17,30
REGMKW20100KOE20201,KOE,JTBNN,REG,MKW20100,KOE20201,,17,30
REGMKW20103KOE20201,KOE,JTBNN,REG,MKW20103,KOE20201,,17,30
REGMKQ20100KOE20201,KOE,JTBNN,REG,MKQ20100,KOE20201,,17,30
REGMKQ20101KOE20201,KOE,JTBNN,REG,MKQ20101,KOE20201,,17,30
REGMKW10007KOE20201,KOE,JTBNN,REG,MKW10007,KOE20201,,17,30
REGMKW10000KOE20201,KOE,JTBNN,REG,MKW10000,KOE20201,,17,30
REGMKW20400KOE20201,KOE,JTBNN,REG,MKW20400,KOE20201,,17,30
REGMKW20402KOE20201,KOE,JTBNN,REG,MKW20402,KOE20201,,17,30
REGMKQ10000KOE20201,KOE,JTBNN,REG,MKQ10000,KOE20201,,17,30
REGMKW20300KOE20201,KOE,JTBNN,REG,MKW20300,KOE20201,,17,30
REGMKQ20200KOE20201,KOE,JTBNN,REG,MKQ20200,KOE20201,,17,30
REGMKQ20300KOE20201,KOE,JTBNN,REG,MKQ20300,KOE20201,,17,30
REGSOQ20100KOE20201,KOE,JTBNN,REG,SOQ20100,KOE20201,,17,30
REGSOQ20300KOE20201,KOE,JTBNN,REG,SOQ20300,KOE20201,,17,30
REGSOQ20400KOE20201,KOE,JTBNN,REG,SOQ20400,KOE20201,,17,30
REGSOQ20404KOE20201,KOE,JTBNN,REG,SOQ20404,KOE20201,,17,30
REGSOQ20000KOE20201,KOE,JTBNN,REG,SOQ20000,KOE20201,,17,30
REGSOQ10010KOE20201,KOE,JTBNN,REG,SOQ10010,KOE20201,,17,30
REGSOQ10019KOE20201,KOE,JTBNN,REG,SOQ10019,KOE20201,,17,30
REGTIM10000KOE20201,KOE,JTBNN,REG,TIM10000,KOE20201,,17,30
REGPLW20900KOE20201,KOE,JTBNN,REG,PLW20900,KOE20201,,17,30
REGPLW20800KOE20201,KOE,JTBNN,REG,PLW20800,KOE20201,,17,30
REGPLW20700KOE20201,KOE,JTBNN,REG,PLW20700,KOE20201,,17,30
REGPLW20600KOE20201,KOE,JTBNN,REG,PLW20600,KOE20201,,17,30
REGPLW20500KOE20201,KOE,JTBNN,REG,PLW20500,KOE20201,,17,30
REGPLW20709KOE20201,KOE,JTBNN,REG,PLW20709,KOE20201,,17,30
REGPLW20200KOE20201,KOE,JTBNN,REG,PLW20200,KOE20201,,17,30
REGPLW20212KOE20201,KOE,JTBNN,REG,PLW20212,KOE20201,,17,30
REGPLW20103KOE20201,KOE,JTBNN,REG,PLW20103,KOE20201,,17,30
REGPLW20100KOE20201,KOE,JTBNN,REG,PLW20100,KOE20201,,17,30
REGPLW20117KOE20201,KOE,JTBNN,REG,PLW20117,KOE20201,,17,30
REGTJQ10102KOE20201,KOE,JTBNN,REG,TJQ10102,KOE20201,,17,30
REGTJQ10100KOE20201,KOE,JTBNN,REG,TJQ10100,KOE20201,,17,30
REGTJQ10103KOE20201,KOE,JTBNN,REG,TJQ10103,KOE20201,,17,30
REGPLM21401KOE20201,KOE,JTBNN,REG,PLM21401,KOE20201,,17,30
REGPLM20513KOE20201,KOE,JTBNN,REG,PLM20513,KOE20201,,17,30
REGPLM20519KOE20201,KOE,JTBNN,REG,PLM20519,KOE20201,,17,30
REGPLM20518KOE20201,KOE,JTBNN,REG,PLM20518,KOE20201,,17,30
REGPLM20511KOE20201,KOE,JTBNN,REG,PLM20511,KOE20201,,17,30
REGPLM21500KOE20201,KOE,JTBNN,REG,PLM21500,KOE20201,,17,30
REGPLM21100KOE20201,KOE,JTBNN,REG,PLM21100,KOE20201,,17,30
REGTKG20104KOE20201,KOE,JTBNN,REG,TKG20104,KOE20201,,17,30
REGTKG20106KOE20201,KOE,JTBNN,REG,TKG20106,KOE20201,,17,30
REGPLM20805KOE20201,KOE,JTBNN,REG,PLM20805,KOE20201,,17,30
REGPLM20819KOE20201,KOE,JTBNN,REG,PLM20819,KOE20201,,17,30
REGPLM20806KOE20201,KOE,JTBNN,REG,PLM20806,KOE20201,,17,30
REGPLM21005KOE20201,KOE,JTBNN,REG,PLM21005,KOE20201,,17,30
REGPLM21001KOE20201,KOE,JTBNN,REG,PLM21001,KOE20201,,17,30
REGPLM21000KOE20201,KOE,JTBNN,REG,PLM21000,KOE20201,,17,30
REGSUB22000KOE20201,KOE,JTBNN,REG,SUB22000,KOE20201,,17,30
REGSOQ20500KOE20201,KOE,JTBNN,REG,SOQ20500,KOE20201,,17,30
REGSOQ20603KOE20201,KOE,JTBNN,REG,SOQ20603,KOE20201,,17,30
REGSOQ20608KOE20201,KOE,JTBNN,REG,SOQ20608,KOE20201,,17,30
REGSOQ20612KOE20201,KOE,JTBNN,REG,SOQ20612,KOE20201,,17,30
REGSOQ20613KOE20201,KOE,JTBNN,REG,SOQ20613,KOE20201,,17,30
REGSOQ20617KOE20201,KOE,JTBNN,REG,SOQ20617,KOE20201,,17,30
REGSMD20128KOE20201,KOE,JTBNN,REG,SMD20128,KOE20201,,17,30
REGSMD20100KOE20201,KOE,JTBNN,REG,SMD20100,KOE20201,,17,30
REGSMD20127KOE20201,KOE,JTBNN,REG,SMD20127,KOE20201,,17,30
REGSMD20123KOE20201,KOE,JTBNN,REG,SMD20123,KOE20201,,17,30
REGSMD20108KOE20201,KOE,JTBNN,REG,SMD20108,KOE20201,,17,30
REGSMD20133KOE20201,KOE,JTBNN,REG,SMD20133,KOE20201,,17,30
REGPNK10214KOE20201,KOE,JTBNN,REG,PNK10214,KOE20201,,17,30
REGPNK10100KOE20201,KOE,JTBNN,REG,PNK10100,KOE20201,,17,30
REGSMD10007KOE20201,KOE,JTBNN,REG,SMD10007,KOE20201,,17,30
REGPNK20200KOE20201,KOE,JTBNN,REG,PNK20200,KOE20201,,17,30
REGPNK20600KOE20201,KOE,JTBNN,REG,PNK20600,KOE20201,,17,30
REGPNK20800KOE20201,KOE,JTBNN,REG,PNK20800,KOE20201,,17,30
REGPNK21000KOE20201,KOE,JTBNN,REG,PNK21000,KOE20201,,17,30
REGSMD20210KOE20201,KOE,JTBNN,REG,SMD20210,KOE20201,,17,30
REGPWT20017KOE20201,KOE,JTBNN,REG,PWT20017,KOE20201,,17,30
REGTGL20002KOE20201,KOE,JTBNN,REG,TGL20002,KOE20201,,17,30
REGSRG21602KOE20201,KOE,JTBNN,REG,SRG21602,KOE20201,,17,30
REGSRG20309KOE20201,KOE,JTBNN,REG,SRG20309,KOE20201,,17,30
REGSMI10007KOE20201,KOE,JTBNN,REG,SMI10007,KOE20201,,17,30
REGSMI10014KOE20201,KOE,JTBNN,REG,SMI10014,KOE20201,,17,30
REGSMI10023KOE20201,KOE,JTBNN,REG,SMI10023,KOE20201,,17,30
REGSMI10024KOE20201,KOE,JTBNN,REG,SMI10024,KOE20201,,17,30
REGSMI10034KOE20201,KOE,JTBNN,REG,SMI10034,KOE20201,,17,30
REGSMI10036KOE20201,KOE,JTBNN,REG,SMI10036,KOE20201,,17,30
REGSMI10038KOE20201,KOE,JTBNN,REG,SMI10038,KOE20201,,17,30
REGSMI10042KOE20201,KOE,JTBNN,REG,SMI10042,KOE20201,,17,30
REGTRK20400KOE20201,KOE,JTBNN,REG,TRK20400,KOE20201,,17,30
REGTRK20105KOE20201,KOE,JTBNN,REG,TRK20105,KOE20201,,17,30
REGTRK20100KOE20201,KOE,JTBNN,REG,TRK20100,KOE20201,,17,30
REGTRK20301KOE20201,KOE,JTBNN,REG,TRK20301,KOE20201,,17,30
REGTRK20304KOE20201,KOE,JTBNN,REG,TRK20304,KOE20201,,17,30
REGTTE20700KOE20201,KOE,JTBNN,REG,TTE20700,KOE20201,,17,30
REGTTE20900KOE20201,KOE,JTBNN,REG,TTE20900,KOE20201,,17,30
REGTTE20600KOE20201,KOE,JTBNN,REG,TTE20600,KOE20201,,17,30
REGTTE20400KOE20201,KOE,JTBNN,REG,TTE20400,KOE20201,,17,30
REGTTE20200KOE20201,KOE,JTBNN,REG,TTE20200,KOE20201,,17,30
REGTTE20307KOE20201,KOE,JTBNN,REG,TTE20307,KOE20201,,17,30
REGTTE20300KOE20201,KOE,JTBNN,REG,TTE20300,KOE20201,,17,30
REGTTE20802KOE20201,KOE,JTBNN,REG,TTE20802,KOE20201,,17,30
REGTTE20800KOE20201,KOE,JTBNN,REG,TTE20800,KOE20201,,17,30
