Tanggal Entry,SM NO,SM SCH DATE,REMARKS SM,SMU REMARKS DATE,SMU BAG,AWB,ket
2026-07-01 00:00:00,2747729867TMC,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:29:00,'KOEEC02399560526,1,
2026-07-01 00:00:00,2747729872MOF,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:28:00,'AA64588692,3,
2026-07-01 00:00:00,2747729872MOF,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:28:00,'AA64588709,9,
2026-07-01 00:00:00,2747729872MOF,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:28:00,'AA64588843,3,
2026-07-01 00:00:00,2747729872MOF,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:28:00,'AA72259937,5,
2026-07-01 00:00:00,2747729935TMC,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:30:00,'AA64588735,1,
2026-07-01 00:00:00,2747729935TMC,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:30:00,'AA64588737,27,
2026-07-01 00:00:00,2747729935TMC,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:30:00,'AA64588894,13,
2026-07-01 00:00:00,2747729939MOF,2026-07-01 00:00:00,LENGKAP,2026-07-01 14:51:00,'AA64588825,19,
2026-07-01 00:00:00,2747729939MOF,2026-07-01 00:00:00,LENGKAP,2026-07-01 14:51:00,'AA64588826,23,
2026-07-01 00:00:00,2747729939MOF,2026-07-01 00:00:00,LENGKAP,2026-07-01 14:51:00,'AA64588829,3,
2026-07-01 00:00:00,2747729939MOF,2026-07-01 00:00:00,LENGKAP,2026-07-01 14:51:00,'AA64588830,25,
2026-07-01 00:00:00,2747729939MOF,2026-07-01 00:00:00,LENGKAP,2026-07-01 14:51:00,'AA64588831,10,
2026-07-01 00:00:00,2747729939MOF,2026-07-01 00:00:00,LENGKAP,2026-07-01 14:51:00,'AA64588833,13,
2026-07-01 00:00:00,2747729939MOF,2026-07-01 00:00:00,LENGKAP,2026-07-01 14:51:00,'AA64588835,18,
2026-07-01 00:00:00,2747729939MOF,2026-07-01 00:00:00,LENGKAP,2026-07-01 14:51:00,'AA64588842,7,
2026-07-01 00:00:00,2747729939MOF,2026-07-01 00:00:00,LENGKAP,2026-07-01 14:51:00,'AA64588845,19,
2026-07-01 00:00:00,2747729950TMC,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:30:00,'AA64588893,15,
2026-07-01 00:00:00,2747729950TMC,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:30:00,'AA64588911,13,
2026-07-01 00:00:00,2747729990KOE,2026-07-01 00:00:00,LENGKAP,2026-07-01 14:20:00,'AA72299358,16,
2026-07-01 00:00:00,2747730018TMC,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:19:00,'AA72259977,1,
2026-07-01 00:00:00,51300088535ENE,2026-07-01 00:00:00,LENGKAP,2026-07-01 12:03:00,'YS15284610,19,
2026-07-01 00:00:00,51300088535LBJ,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:29:00,'YS15284611,25,
2026-07-01 00:00:00,51300093936ENE,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:29:00,'AA64588867,10,
2026-07-01 00:00:00,51300093936ENE,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:29:00,'AA64588868,10,
2026-07-01 00:00:00,51300093936ENE,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:29:00,'AA64588869,14,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202335,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202336,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202337,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202338,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202339,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202340,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202341,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202342,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202343,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202344,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202345,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202346,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202347,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202348,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202349,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202350,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202351,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202352,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202353,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202354,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202355,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202356,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202357,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202358,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202359,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202365,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202366,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202367,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202368,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202369,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202370,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202371,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202372,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202373,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202374,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'AD99202376,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'TR51638725,1,
2026-07-01 00:00:00,8612454,2026-07-01 00:00:00,LENGKAP,,'TR51638726,1,
2026-07-01 00:00:00,88811831562,2026-07-01 00:00:00,LENGKAP,2026-07-01 23:56:00,'AA69471245,2,
2026-07-01 00:00:00,88811831562,2026-07-01 00:00:00,LENGKAP,2026-07-01 23:56:00,'AA69471252,17,
2026-07-01 00:00:00,88811831562,2026-07-01 00:00:00,LENGKAP,2026-07-01 23:56:00,'AA72259966,1,
2026-07-01 00:00:00,88811831562,2026-07-01 00:00:00,LENGKAP,2026-07-01 23:56:00,'AD106578989,1,
2026-07-01 00:00:00,88811831562,2026-07-01 00:00:00,LENGKAP,2026-07-01 23:56:00,'AD99202289,1,
2026-07-01 00:00:00,88811831595,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:06:00,'AA69471223,23,
2026-07-01 00:00:00,88811831595,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:06:00,'AA69471227,8,
2026-07-01 00:00:00,88811831595,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:06:00,'AA69471247,20,
2026-07-01 00:00:00,88811831595,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:06:00,'AA69471251,21,
2026-07-01 00:00:00,88811831654,2026-07-01 00:00:00,LENGKAP,2026-07-02 00:39:00,'AA72259973,31,
2026-07-01 00:00:00,88811831654,2026-07-01 00:00:00,LENGKAP,2026-07-02 00:39:00,'AD106578991,10,
2026-07-01 00:00:00,88811831654,2026-07-01 00:00:00,LENGKAP,2026-07-02 00:39:00,'AD106578998,6,
2026-07-01 00:00:00,88811831691,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'AA69471221,21,
2026-07-01 00:00:00,88811831691,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'AA69471222,39,
2026-07-01 00:00:00,88811831691,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'AA69471224,3,
2026-07-01 00:00:00,88811831691,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'AA69471225,4,
2026-07-01 00:00:00,88811831691,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'AA69471226,14,
2026-07-01 00:00:00,88811831691,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'AA69471228,37,
2026-07-01 00:00:00,88811831691,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'AA69471230,3,
2026-07-01 00:00:00,88811831691,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'AA69471234,4,
2026-07-01 00:00:00,88811831691,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'AA69471241,6,
2026-07-01 00:00:00,88811831691,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'AA69471242,6,
2026-07-01 00:00:00,88811831691,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'AD102696502,1,
2026-07-01 00:00:00,88811831691,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'AD102696510,8,
2026-07-01 00:00:00,88811831783,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:26:00,'AA69471248,1,
2026-07-01 00:00:00,88811831783,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:26:00,'AA72259968,6,
2026-07-01 00:00:00,88811831783,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:26:00,'AA72259969,16,
2026-07-01 00:00:00,88811831783,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:26:00,'AA72259970,1,
2026-07-01 00:00:00,88811831783,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:26:00,'AA72259971,21,
2026-07-01 00:00:00,88811831783,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:26:00,'AA72259972,8,
2026-07-01 00:00:00,88811831783,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:26:00,'AA72259978,27,
2026-07-01 00:00:00,88811831783,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:26:00,'AA72259979,1,
2026-07-01 00:00:00,88811831783,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:26:00,'AA72259980,5,
2026-07-01 00:00:00,88811831783,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:26:00,'AA72259981,6,
2026-07-01 00:00:00,88811831783,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:26:00,'AA72259982,8,
2026-07-01 00:00:00,88811831783,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:26:00,'AA72259983,5,
2026-07-01 00:00:00,88811831783,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:26:00,'AD106578990,21,
2026-07-01 00:00:00,88811831783,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:26:00,'AD106578992,17,
2026-07-01 00:00:00,88811831820,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'AD102696506,20,
2026-07-01 00:00:00,88811831820,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'YS15281191,21,
2026-07-01 00:00:00,88811831820,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'YS15281209,34,
2026-07-01 00:00:00,88811831820,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'YS15281210,21,
2026-07-01 00:00:00,88811831820,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'YS15281211,15,
2026-07-01 00:00:00,88811831820,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'YS15281212,1,
2026-07-01 00:00:00,88811831820,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'YS15281213,1,
2026-07-01 00:00:00,88811831820,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'YT1820450,10,
2026-07-01 00:00:00,88811831820,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'YT1820452,5,
2026-07-01 00:00:00,88811831820,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'YT1820454,8,
2026-07-01 00:00:00,88811831820,2026-07-01 00:00:00,LENGKAP,2026-07-01 11:28:00,'YT1820464,5,
2026-07-01 00:00:00,88811831890,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:25:00,'AA72259984,19,
2026-07-01 00:00:00,88811831890,2026-07-01 00:00:00,LENGKAP,2026-07-01 16:25:00,'AA72259985,1,
2026-07-01 00:00:00,99000835461,2026-07-01 00:00:00,LENGKAP,2019-09-08 12:28:00,'YS19298493,5,
2026-07-01 00:00:00,99000835461,2026-07-01 00:00:00,LENGKAP,2019-09-08 12:28:00,'YS19298494,1,
2026-07-01 00:00:00,99000835461,2026-07-01 00:00:00,LENGKAP,2019-09-08 12:28:00,'YT1267473,8,
2026-07-01 00:00:00,99000846495,2026-07-01 00:00:00,LENGKAP,2026-07-01 18:59:00,'YS15281214,4,
2026-07-01 00:00:00,ABU202SSLN,2026-07-01 00:00:00,LENGKAP,,'RTKOE26014891421,1,
2026-07-01 00:00:00,ABU202SSLN,2026-07-01 00:00:00,LENGKAP,,'RTKOE26014891463,1,
2026-07-01 00:00:00,ABU202SSLN,2026-07-01 00:00:00,LENGKAP,,'RTKOE26014891489,1,
2026-07-01 00:00:00,ABU202SSLN,2026-07-01 00:00:00,LENGKAP,,'YT1267474,6,
2026-07-01 00:00:00,ABU202SSLN,2026-07-01 00:00:00,LENGKAP,,'YT1820468,12,
2026-07-01 00:00:00,ABU36222,2026-07-01 00:00:00,LENGKAP,2026-07-02 10:34:00,'AD99202362,1,
2026-07-01 00:00:00,ABU3603613,2026-07-01 00:00:00,LENGKAP,2026-07-01 19:31:00,'AD99202360,6,
2026-07-01 00:00:00,ABU3603613,2026-07-01 00:00:00,LENGKAP,2026-07-01 19:31:00,'AD99202375,3,
2026-07-01 00:00:00,ABU3603613,2026-07-01 00:00:00,LENGKAP,2026-07-01 19:31:00,'AD99202377,1,
2026-07-01 00:00:00,ABU3603613,2026-07-01 00:00:00,LENGKAP,2026-07-01 19:31:00,'TR51638724,1,
2026-07-01 00:00:00,ABU36333,2026-07-01 00:00:00,LENGKAP,,'AD99202363,1,
2026-07-01 00:00:00,ABU395396,2026-07-01 00:00:00,LENGKAP,,'AD99202395,1,
2026-07-01 00:00:00,ABU395396,2026-07-01 00:00:00,LENGKAP,,'AD99202396,1,
2026-07-01 00:00:00,ABU3977,2026-07-01 00:00:00,LENGKAP,2026-07-02 10:36:00,'AD99202397,4,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202378,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202379,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202380,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202381,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202382,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202383,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202384,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202385,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202386,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202387,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202388,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202389,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202390,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202391,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'AD99202392,1,
2026-07-01 00:00:00,ABU727392,2026-07-01 00:00:00,LENGKAP,,'TR51638727,1,
2026-07-01 00:00:00,ABU728729,2026-07-01 00:00:00,LENGKAP,2026-07-02 07:36:00,'AD99202393,10,
2026-07-01 00:00:00,ABU728729,2026-07-01 00:00:00,LENGKAP,2026-07-02 07:36:00,'AD99202394,1,
2026-07-01 00:00:00,ABU728729,2026-07-01 00:00:00,LENGKAP,2026-07-02 07:36:00,'TR51638728,1,
2026-07-01 00:00:00,ABU728729,2026-07-01 00:00:00,LENGKAP,2026-07-02 07:36:00,'TR51638729,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AA56461933,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AA56461934,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176055,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176056,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176057,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176058,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176059,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176060,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176061,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176062,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176063,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176064,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176065,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176067,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176068,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176069,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176070,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176071,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'AD99176072,1,
2026-07-01 00:00:00,JTRKAI8219738,2026-07-01 00:00:00,LENGKAP,2026-07-01 08:14:00,'TR51637116,1,
2026-07-01 00:00:00,JTRKOE78648272,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:31:00,'AA64588896,19,
2026-07-01 00:00:00,JTRKOE78648272,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:31:00,'AA64588903,6,
2026-07-01 00:00:00,JTRKOE7864826,2026-07-01 00:00:00,LENGKAP,2026-07-02 07:37:00,'AA64588717,15,
2026-07-01 00:00:00,JTRKOE7864826,2026-07-01 00:00:00,LENGKAP,2026-07-02 07:37:00,'AA64588729,18,
2026-07-01 00:00:00,JTRKOE7864826,2026-07-01 00:00:00,LENGKAP,2026-07-02 07:37:00,'AA64588740,25,
2026-07-01 00:00:00,JTRKOE7864826,2026-07-01 00:00:00,LENGKAP,2026-07-02 07:37:00,'AA64588743,6,
2026-07-01 00:00:00,JTRKOE7864826,2026-07-01 00:00:00,LENGKAP,2026-07-02 07:37:00,'AA64588895,15,
2026-07-01 00:00:00,JTRKOE7864826,2026-07-01 00:00:00,LENGKAP,2026-07-02 07:37:00,'AA64588898,18,
2026-07-01 00:00:00,JTRKOE7864826,2026-07-01 00:00:00,LENGKAP,2026-07-02 07:37:00,'AA64588901,16,
2026-07-01 00:00:00,JTRKOE7864826,2026-07-01 00:00:00,LENGKAP,2026-07-02 07:37:00,'TR81305076,4,
2026-07-01 00:00:00,JTRKOE78648272,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:31:00,'AA64588908,25,
2026-07-01 00:00:00,JTRKOE78648272,2026-07-01 00:00:00,LENGKAP,2026-07-01 10:31:00,'KOEEC02401116926,1,
2026-07-01 00:00:00,JTRKOE7864828,2026-07-01 00:00:00,LENGKAP,2026-07-02 09:14:00,'AA64588747,15,
2026-07-01 00:00:00,JTRKOE7864828,2026-07-01 00:00:00,LENGKAP,2026-07-02 09:14:00,'AA64588748,10,
2026-07-01 00:00:00,JTRKOE7864828,2026-07-01 00:00:00,LENGKAP,2026-07-02 09:14:00,'AA64588909,26,
2026-07-01 00:00:00,JTRKOE7864828,2026-07-01 00:00:00,LENGKAP,2026-07-02 09:14:00,'AA64588926,10,
2026-07-01 00:00:00,JTRKOE7864828,2026-07-01 00:00:00,LENGKAP,2026-07-02 09:14:00,'AA64588928,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AA56461939,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176066,1,
2026-07-01 00:00:00,KAI01072026SS,2026-07-01 00:00:00,LENGKAP,2026-07-01 13:30:00,'TR51637117,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176073,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176074,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176075,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176076,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176077,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176078,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176079,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176080,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176081,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176082,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176083,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176084,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176085,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176086,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176087,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176088,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176089,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176090,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176091,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176092,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176093,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176094,1,
2026-07-01 00:00:00,KAI8219739,2026-07-01 00:00:00,LENGKAP,2026-07-01 17:36:00,'AD99176095,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'AA63886245,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'AA63886246,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'AA63886247,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'AA63886248,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'AA63886249,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'AA63886250,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'AA63886251,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'AA63886255,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'AA63886256,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'AA63886257,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'AA63886258,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'AA63886259,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'AA63886260,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'TR00041175,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'TR00041176,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'TR00041177,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'TR00041178,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'TR00041179,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'TR00041180,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'TR00041181,1,
2026-07-01 00:00:00,KEF0107261,2026-07-01 00:00:00,LENGKAP,,'TR00041182,1,
2026-07-01 00:00:00,KEF0107263,2026-07-01 00:00:00,LENGKAP,,'AD106585236,1,
